order_id,order_date,due_date,hsd_code,color_family,container_type,sku,units_ordered,gallons_ordered
2162,2025-03-12,2025-03-19,HM01,White,gallon,SuperPaint-White-Gallon,38,38.0
2163,2025-03-12,2025-03-15,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,27,27.0
2164,2025-03-12,2025-03-18,HM13,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,9,45.0
2165,2025-03-12,2025-03-16,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,145,36.25
2166,2025-03-12,2025-03-14,HM16,Red,gallon,Duration-Red-Gallon,95,95.0
2167,2025-03-12,2025-03-13,HM20,Black,pail_5gal,ProMar200-Black-Pail,6,30.0
2168,2025-03-12,2025-03-18,HM25,Black,gallon,PrepRite-Black-Gallon,37,37.0
2169,2025-03-12,2025-03-16,HM36,White,quart,Duration-White-Quart,51,12.75
2170,2025-03-12,2025-03-15,HM36,White,gallon,Duration-White-Gallon,50,50.0
2171,2025-03-12,2025-03-14,HM43,Red,gallon,Duration-Red-Gallon,72,72.0
2172,2025-03-12,2025-03-15,HM50,Clear,quart,SuperPaint-Clear-Quart,266,66.5
2173,2025-03-12,2025-03-15,HM50,Clear,pail_5gal,ProMar200-Clear-Pail,3,15.0
2174,2025-03-12,2025-03-14,HM50,Clear,quart,ProMar200-Clear-Quart,141,35.25
2175,2025-03-12,2025-03-16,HM50,Clear,gallon,SuperPaint-Clear-Gallon,32,32.0
2176,2025-03-12,2025-03-17,HM56,White,gallon,SuperPaint-White-Gallon,12,12.0
2177,2025-03-12,2025-03-14,HM56,White,quart,Duration-White-Quart,106,26.5
2178,2025-03-13,2025-03-14,HM01,White,pail_5gal,ProMar200-White-Pail,5,25.0
2179,2025-03-13,2025-03-14,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,77,19.25
2180,2025-03-13,2025-03-15,HM13,Blue/Green,gallon,Emerald-Blue/Green-Gallon,20,20.0
2181,2025-03-13,2025-03-14,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,100,25.0
2182,2025-03-13,2025-03-17,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,46,11.5
2183,2025-03-13,2025-03-17,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,29,7.25
2184,2025-03-13,2025-03-18,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,40,40.0
2185,2025-03-13,2025-03-14,HM20,Black,gallon,PrepRite-Black-Gallon,68,68.0
2186,2025-03-13,2025-03-23,HM25,Black,gallon,PrepRite-Black-Gallon,123,123.0
2187,2025-03-13,2025-03-15,HM25,Black,quart,PrepRite-Black-Quart,278,69.5
2188,2025-03-13,2025-03-17,HM30,Black,quart,ProMar200-Black-Quart,55,13.75
2189,2025-03-13,2025-03-17,HM36,White,quart,SuperPaint-White-Quart,140,35.0
2190,2025-03-13,2025-03-15,HM47,Red,quart,Duration-Red-Quart,168,42.0
2191,2025-03-13,2025-03-14,HM47,Red,gallon,Duration-Red-Gallon,19,19.0
2192,2025-03-13,2025-03-17,HM56,White,pail_5gal,ProMar200-White-Pail,22,110.0
2193,2025-03-13,2025-03-16,HM56,White,gallon,Duration-White-Gallon,50,50.0
2194,2025-03-14,2025-03-18,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,187,46.75
2195,2025-03-14,2025-03-16,HM12,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,11,55.0
2196,2025-03-14,2025-03-16,HM13,Blue/Green,gallon,Emerald-Blue/Green-Gallon,112,112.0
2197,2025-03-14,2025-03-17,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,70,17.5
2198,2025-03-14,2025-03-18,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,21,21.0
2199,2025-03-14,2025-03-15,HM16,Red,gallon,Duration-Red-Gallon,55,55.0
2200,2025-03-14,2025-03-15,HM16,Red,gallon,Emerald-Red-Gallon,27,27.0
2201,2025-03-14,2025-03-21,HM16,Red,quart,Emerald-Red-Quart,141,35.25
2202,2025-03-14,2025-03-16,HM16,Red,quart,Duration-Red-Quart,77,19.25
2203,2025-03-14,2025-03-17,HM20,Black,gallon,PrepRite-Black-Gallon,54,54.0
2204,2025-03-14,2025-03-16,HM20,Black,gallon,ProMar200-Black-Gallon,15,15.0
2205,2025-03-14,2025-03-15,HM20,Black,quart,ProMar200-Black-Quart,173,43.25
2206,2025-03-14,2025-03-16,HM25,Black,gallon,ProMar200-Black-Gallon,12,12.0
2207,2025-03-14,2025-03-15,HM30,Black,gallon,PrepRite-Black-Gallon,48,48.0
2208,2025-03-14,2025-03-16,HM30,Black,quart,ProMar200-Black-Quart,33,8.25
2209,2025-03-14,2025-03-22,HM36,White,gallon,ProMar200-White-Gallon,19,19.0
2210,2025-03-14,2025-03-16,HM36,White,pail_5gal,ProMar200-White-Pail,8,40.0
2211,2025-03-14,2025-03-16,HM47,Red,gallon,Duration-Red-Gallon,48,48.0
2212,2025-03-14,2025-03-19,HM47,Red,quart,Duration-Red-Quart,473,118.25
2213,2025-03-14,2025-03-18,HM47,Red,pail_5gal,Duration-Red-Pail,11,55.0
2214,2025-03-14,2025-03-15,HM47,Red,gallon,Duration-Red-Gallon,34,34.0
2215,2025-03-14,2025-03-19,HM50,Clear,gallon,SuperPaint-Clear-Gallon,32,32.0
2216,2025-03-14,2025-03-23,HM50,Clear,gallon,SuperPaint-Clear-Gallon,41,41.0
2217,2025-03-14,2025-03-17,HM56,White,quart,Duration-White-Quart,134,33.5
2218,2025-03-14,2025-03-16,HM56,White,quart,Duration-White-Quart,71,17.75
2219,2025-03-15,2025-03-19,HM01,White,quart,ProMar200-White-Quart,98,24.5
2220,2025-03-15,2025-03-19,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,18,18.0
2221,2025-03-15,2025-03-18,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,58,58.0
2222,2025-03-15,2025-03-18,HM16,Red,gallon,Duration-Red-Gallon,23,23.0
2223,2025-03-15,2025-03-17,HM20,Black,quart,ProMar200-Black-Quart,224,56.0
2224,2025-03-15,2025-03-16,HM25,Black,pail_5gal,PrepRite-Black-Pail,9,45.0
2225,2025-03-15,2025-03-17,HM30,Black,quart,PrepRite-Black-Quart,97,24.25
2226,2025-03-15,2025-03-26,HM43,Red,quart,Emerald-Red-Quart,146,36.5
2227,2025-03-15,2025-03-21,HM47,Red,quart,Emerald-Red-Quart,144,36.0
2228,2025-03-15,2025-03-16,HM56,White,quart,Duration-White-Quart,115,28.75
2229,2025-03-16,2025-03-24,HM16,Red,pail_5gal,Emerald-Red-Pail,5,25.0
2230,2025-03-16,2025-03-17,HM20,Black,quart,PrepRite-Black-Quart,49,12.25
2231,2025-03-16,2025-03-18,HM25,Black,gallon,ProMar200-Black-Gallon,54,54.0
2232,2025-03-16,2025-03-18,HM30,Black,quart,PrepRite-Black-Quart,110,27.5
2233,2025-03-16,2025-03-25,HM30,Black,quart,PrepRite-Black-Quart,59,14.75
2234,2025-03-16,2025-03-18,HM30,Black,gallon,PrepRite-Black-Gallon,74,74.0
2235,2025-03-16,2025-03-20,HM36,White,gallon,SuperPaint-White-Gallon,43,43.0
2236,2025-03-16,2025-03-20,HM47,Red,quart,Duration-Red-Quart,181,45.25
2237,2025-03-16,2025-03-17,HM47,Red,pail_5gal,Duration-Red-Pail,11,55.0
2238,2025-03-16,2025-03-17,HM47,Red,pail_5gal,Duration-Red-Pail,8,40.0
2239,2025-03-16,2025-03-21,HM56,White,gallon,SuperPaint-White-Gallon,11,11.0
2240,2025-03-16,2025-03-22,HM56,White,quart,Duration-White-Quart,93,23.25
2241,2025-03-17,2025-03-25,HM01,White,quart,ProMar200-White-Quart,98,24.5
2242,2025-03-17,2025-03-20,HM01,White,pail_5gal,ProMar200-White-Pail,5,25.0
2243,2025-03-17,2025-03-18,HM01,White,gallon,Duration-White-Gallon,40,40.0
2244,2025-03-17,2025-03-19,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,86,21.5
2245,2025-03-17,2025-03-18,HM16,Red,quart,Emerald-Red-Quart,79,19.75
2246,2025-03-17,2025-03-18,HM16,Red,gallon,Duration-Red-Gallon,22,22.0
2247,2025-03-17,2025-03-21,HM25,Black,gallon,PrepRite-Black-Gallon,26,26.0
2248,2025-03-17,2025-03-18,HM36,White,gallon,SuperPaint-White-Gallon,21,21.0
2249,2025-03-17,2025-03-19,HM36,White,pail_5gal,Duration-White-Pail,5,25.0
2250,2025-03-17,2025-03-19,HM56,White,pail_5gal,SuperPaint-White-Pail,7,35.0
2251,2025-03-17,2025-03-25,HM56,White,quart,ProMar200-White-Quart,91,22.75
2252,2025-03-17,2025-03-20,HM56,White,gallon,Duration-White-Gallon,25,25.0
2253,2025-03-18,2025-03-21,HM12,Blue/Green,gallon,Emerald-Blue/Green-Gallon,46,46.0
2254,2025-03-18,2025-03-24,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,185,46.25
2255,2025-03-18,2025-03-20,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,37,37.0
2256,2025-03-18,2025-03-22,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,23,23.0
2257,2025-03-18,2025-03-20,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,34,34.0
2258,2025-03-18,2025-03-19,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,73,18.25
2259,2025-03-18,2025-03-19,HM16,Red,pail_5gal,Emerald-Red-Pail,5,25.0
2260,2025-03-18,2025-03-20,HM20,Black,quart,PrepRite-Black-Quart,147,36.75
2261,2025-03-18,2025-03-20,HM30,Black,quart,PrepRite-Black-Quart,99,24.75
2262,2025-03-18,2025-03-21,HM30,Black,gallon,ProMar200-Black-Gallon,6,6.0
2263,2025-03-18,2025-03-20,HM36,White,quart,ProMar200-White-Quart,225,56.25
2264,2025-03-18,2025-03-20,HM36,White,quart,SuperPaint-White-Quart,220,55.0
2265,2025-03-18,2025-03-23,HM43,Red,gallon,Duration-Red-Gallon,107,107.0
2266,2025-03-18,2025-03-24,HM43,Red,quart,Emerald-Red-Quart,94,23.5
2267,2025-03-18,2025-03-22,HM43,Red,quart,Emerald-Red-Quart,76,19.0
2268,2025-03-18,2025-03-19,HM43,Red,gallon,Emerald-Red-Gallon,21,21.0
2269,2025-03-18,2025-03-20,HM43,Red,pail_5gal,Emerald-Red-Pail,8,40.0
2270,2025-03-18,2025-03-19,HM47,Red,pail_5gal,Duration-Red-Pail,7,35.0
2271,2025-03-18,2025-03-21,HM50,Clear,gallon,ProMar200-Clear-Gallon,41,41.0
2272,2025-03-18,2025-03-19,HM56,White,pail_5gal,SuperPaint-White-Pail,4,20.0
2273,2025-03-19,2025-03-21,HM01,White,quart,Duration-White-Quart,134,33.5
2274,2025-03-19,2025-03-23,HM01,White,quart,SuperPaint-White-Quart,75,18.75
2275,2025-03-19,2025-03-22,HM01,White,quart,SuperPaint-White-Quart,156,39.0
2276,2025-03-19,2025-03-20,HM12,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,4,20.0
2277,2025-03-19,2025-03-21,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,178,44.5
2278,2025-03-19,2025-03-23,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,43,43.0
2279,2025-03-19,2025-03-25,HM14,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,1,5.0
2280,2025-03-19,2025-03-25,HM16,Red,pail_5gal,Emerald-Red-Pail,13,65.0
2281,2025-03-19,2025-03-21,HM16,Red,gallon,Emerald-Red-Gallon,29,29.0
2282,2025-03-19,2025-03-23,HM20,Black,gallon,ProMar200-Black-Gallon,7,7.0
2283,2025-03-19,2025-03-20,HM25,Black,gallon,ProMar200-Black-Gallon,8,8.0
2284,2025-03-19,2025-03-24,HM43,Red,gallon,Emerald-Red-Gallon,22,22.0
2285,2025-03-19,2025-03-23,HM56,White,quart,Duration-White-Quart,28,7.0
2286,2025-03-19,2025-03-24,HM56,White,quart,ProMar200-White-Quart,79,19.75
2287,2025-03-19,2025-03-23,HM56,White,gallon,SuperPaint-White-Gallon,51,51.0
2288,2025-03-19,2025-03-23,HM56,White,gallon,Duration-White-Gallon,21,21.0
2289,2025-03-20,2025-03-22,HM01,White,gallon,Duration-White-Gallon,26,26.0
2290,2025-03-20,2025-03-21,HM01,White,quart,SuperPaint-White-Quart,70,17.5
2291,2025-03-20,2025-03-24,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,45,11.25
2292,2025-03-20,2025-03-26,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,62,62.0
2293,2025-03-20,2025-03-23,HM16,Red,gallon,Duration-Red-Gallon,148,148.0
2294,2025-03-20,2025-03-27,HM20,Black,pail_5gal,ProMar200-Black-Pail,2,10.0
2295,2025-03-20,2025-03-21,HM30,Black,pail_5gal,ProMar200-Black-Pail,4,20.0
2296,2025-03-20,2025-03-23,HM30,Black,gallon,PrepRite-Black-Gallon,19,19.0
2297,2025-03-20,2025-03-22,HM36,White,quart,ProMar200-White-Quart,86,21.5
2298,2025-03-20,2025-03-27,HM36,White,quart,Duration-White-Quart,266,66.5
2299,2025-03-20,2025-03-28,HM43,Red,pail_5gal,Duration-Red-Pail,3,15.0
2300,2025-03-20,2025-03-23,HM43,Red,gallon,Emerald-Red-Gallon,31,31.0
2301,2025-03-20,2025-03-24,HM47,Red,gallon,Duration-Red-Gallon,48,48.0
2302,2025-03-20,2025-03-22,HM47,Red,quart,Emerald-Red-Quart,83,20.75
2303,2025-03-20,2025-03-24,HM47,Red,quart,Emerald-Red-Quart,65,16.25
2304,2025-03-20,2025-03-22,HM56,White,gallon,SuperPaint-White-Gallon,19,19.0
2305,2025-03-20,2025-03-21,HM56,White,pail_5gal,Duration-White-Pail,11,55.0
2306,2025-03-21,2025-03-22,HM12,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,13,65.0
2307,2025-03-21,2025-03-23,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,71,17.75
2308,2025-03-21,2025-03-23,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,83,20.75
2309,2025-03-21,2025-03-22,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,145,36.25
2310,2025-03-21,2025-03-24,HM14,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,8,40.0
2311,2025-03-21,2025-03-23,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,272,68.0
2312,2025-03-21,2025-03-24,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,23,23.0
2313,2025-03-21,2025-03-22,HM20,Black,gallon,PrepRite-Black-Gallon,33,33.0
2314,2025-03-21,2025-03-25,HM20,Black,gallon,ProMar200-Black-Gallon,47,47.0
2315,2025-03-21,2025-03-22,HM20,Black,gallon,ProMar200-Black-Gallon,45,45.0
2316,2025-03-21,2025-03-22,HM30,Black,gallon,ProMar200-Black-Gallon,8,8.0
2317,2025-03-21,2025-03-24,HM30,Black,quart,PrepRite-Black-Quart,124,31.0
2318,2025-03-21,2025-03-22,HM30,Black,gallon,ProMar200-Black-Gallon,97,97.0
2319,2025-03-21,2025-04-02,HM36,White,pail_5gal,ProMar200-White-Pail,8,40.0
2320,2025-03-21,2025-03-25,HM36,White,gallon,Duration-White-Gallon,37,37.0
2321,2025-03-21,2025-03-27,HM36,White,pail_5gal,SuperPaint-White-Pail,6,30.0
2322,2025-03-21,2025-03-24,HM43,Red,pail_5gal,Emerald-Red-Pail,4,20.0
2323,2025-03-21,2025-03-26,HM47,Red,quart,Duration-Red-Quart,205,51.25
2324,2025-03-21,2025-03-24,HM50,Clear,gallon,ProMar200-Clear-Gallon,17,17.0
2325,2025-03-21,2025-03-22,HM50,Clear,quart,SuperPaint-Clear-Quart,86,21.5
2326,2025-03-21,2025-03-23,HM56,White,gallon,ProMar200-White-Gallon,13,13.0
2327,2025-03-22,2025-03-27,HM01,White,quart,Duration-White-Quart,79,19.75
2328,2025-03-22,2025-03-23,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,30,7.5
2329,2025-03-22,2025-03-26,HM16,Red,gallon,Emerald-Red-Gallon,14,14.0
2330,2025-03-22,2025-03-23,HM20,Black,gallon,PrepRite-Black-Gallon,34,34.0
2331,2025-03-22,2025-03-23,HM20,Black,quart,ProMar200-Black-Quart,187,46.75
2332,2025-03-22,2025-03-23,HM20,Black,gallon,ProMar200-Black-Gallon,46,46.0
2333,2025-03-22,2025-03-27,HM25,Black,gallon,PrepRite-Black-Gallon,41,41.0
2334,2025-03-22,2025-03-24,HM25,Black,quart,PrepRite-Black-Quart,72,18.0
2335,2025-03-22,2025-03-28,HM47,Red,quart,Duration-Red-Quart,158,39.5
2336,2025-03-22,2025-03-27,HM50,Clear,quart,SuperPaint-Clear-Quart,84,21.0
2337,2025-03-22,2025-03-23,HM50,Clear,gallon,ProMar200-Clear-Gallon,46,46.0
2338,2025-03-22,2025-03-25,HM50,Clear,quart,SuperPaint-Clear-Quart,116,29.0
2339,2025-03-23,2025-03-25,HM12,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,42,42.0
2340,2025-03-23,2025-03-24,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,80,80.0
2341,2025-03-23,2025-03-29,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,262,65.5
2342,2025-03-23,2025-03-28,HM16,Red,quart,Emerald-Red-Quart,146,36.5
2343,2025-03-23,2025-03-24,HM20,Black,pail_5gal,ProMar200-Black-Pail,8,40.0
2344,2025-03-23,2025-03-24,HM20,Black,gallon,PrepRite-Black-Gallon,27,27.0
2345,2025-03-23,2025-03-24,HM20,Black,gallon,PrepRite-Black-Gallon,16,16.0
2346,2025-03-23,2025-03-29,HM20,Black,pail_5gal,PrepRite-Black-Pail,6,30.0
2347,2025-03-23,2025-03-25,HM20,Black,quart,ProMar200-Black-Quart,403,100.75
2348,2025-03-23,2025-03-24,HM25,Black,pail_5gal,PrepRite-Black-Pail,4,20.0
2349,2025-03-23,2025-03-24,HM43,Red,gallon,Duration-Red-Gallon,45,45.0
2350,2025-03-23,2025-03-29,HM43,Red,gallon,Duration-Red-Gallon,13,13.0
2351,2025-03-23,2025-04-06,HM43,Red,gallon,Duration-Red-Gallon,16,16.0
2352,2025-03-23,2025-03-28,HM47,Red,gallon,Emerald-Red-Gallon,29,29.0
2353,2025-03-23,2025-03-26,HM47,Red,gallon,Emerald-Red-Gallon,15,15.0
2354,2025-03-23,2025-03-24,HM50,Clear,quart,ProMar200-Clear-Quart,217,54.25
2355,2025-03-24,2025-03-28,HM01,White,gallon,SuperPaint-White-Gallon,32,32.0
2356,2025-03-24,2025-03-25,HM01,White,gallon,ProMar200-White-Gallon,36,36.0
2357,2025-03-24,2025-03-30,HM12,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,9,45.0
2358,2025-03-24,2025-03-26,HM12,Blue/Green,gallon,Emerald-Blue/Green-Gallon,23,23.0
2359,2025-03-24,2025-03-27,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,73,18.25
2360,2025-03-24,2025-03-25,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,11,11.0
2361,2025-03-24,2025-03-25,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,238,59.5
2362,2025-03-24,2025-03-26,HM14,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,5,25.0
2363,2025-03-24,2025-04-02,HM25,Black,gallon,ProMar200-Black-Gallon,43,43.0
2364,2025-03-24,2025-03-27,HM30,Black,pail_5gal,ProMar200-Black-Pail,7,35.0
2365,2025-03-24,2025-03-31,HM30,Black,quart,PrepRite-Black-Quart,23,5.75
2366,2025-03-24,2025-03-27,HM36,White,pail_5gal,SuperPaint-White-Pail,8,40.0
2367,2025-03-24,2025-03-31,HM36,White,gallon,Duration-White-Gallon,44,44.0
2368,2025-03-24,2025-03-25,HM36,White,gallon,Duration-White-Gallon,41,41.0
2369,2025-03-24,2025-03-28,HM47,Red,pail_5gal,Emerald-Red-Pail,5,25.0
2370,2025-03-24,2025-03-25,HM50,Clear,gallon,ProMar200-Clear-Gallon,31,31.0
2371,2025-03-24,2025-03-25,HM56,White,pail_5gal,Duration-White-Pail,3,15.0
2372,2025-03-24,2025-03-25,HM56,White,pail_5gal,Duration-White-Pail,10,50.0
2373,2025-03-24,2025-03-28,HM56,White,quart,Duration-White-Quart,213,53.25
2374,2025-03-24,2025-03-31,HM56,White,quart,Duration-White-Quart,112,28.0
2375,2025-03-25,2025-03-27,HM12,Blue/Green,quart,SuperPaint-Blue/Green-Quart,87,21.75
2376,2025-03-25,2025-03-26,HM14,Blue/Green,quart,Emerald-Blue/Green-Quart,93,23.25
2377,2025-03-25,2025-03-30,HM14,Blue/Green,pail_5gal,Emerald-Blue/Green-Pail,12,60.0
2378,2025-03-25,2025-03-30,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,27,27.0
2379,2025-03-25,2025-03-27,HM16,Red,pail_5gal,Duration-Red-Pail,5,25.0
2380,2025-03-25,2025-03-26,HM30,Black,pail_5gal,ProMar200-Black-Pail,3,15.0
2381,2025-03-25,2025-03-28,HM30,Black,gallon,ProMar200-Black-Gallon,15,15.0
2382,2025-03-25,2025-04-02,HM36,White,gallon,ProMar200-White-Gallon,50,50.0
2383,2025-03-25,2025-03-28,HM43,Red,pail_5gal,Duration-Red-Pail,2,10.0
2384,2025-03-25,2025-04-01,HM43,Red,pail_5gal,Emerald-Red-Pail,9,45.0
2385,2025-03-25,2025-03-26,HM43,Red,gallon,Emerald-Red-Gallon,26,26.0
2386,2025-03-25,2025-03-26,HM47,Red,gallon,Duration-Red-Gallon,29,29.0
2387,2025-03-25,2025-03-29,HM56,White,quart,SuperPaint-White-Quart,331,82.75
2388,2025-03-26,2025-03-28,HM01,White,quart,SuperPaint-White-Quart,257,64.25
2389,2025-03-26,2025-03-30,HM01,White,gallon,SuperPaint-White-Gallon,42,42.0
2390,2025-03-26,2025-03-27,HM01,White,quart,SuperPaint-White-Quart,124,31.0
2391,2025-03-26,2025-03-29,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,105,26.25
2392,2025-03-26,2025-03-27,HM14,Blue/Green,gallon,Emerald-Blue/Green-Gallon,27,27.0
2393,2025-03-26,2025-04-01,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,54,54.0
2394,2025-03-26,2025-03-29,HM16,Red,gallon,Emerald-Red-Gallon,67,67.0
2395,2025-03-26,2025-03-27,HM16,Red,gallon,Duration-Red-Gallon,37,37.0
2396,2025-03-26,2025-03-27,HM16,Red,quart,Duration-Red-Quart,100,25.0
2397,2025-03-26,2025-03-29,HM16,Red,pail_5gal,Emerald-Red-Pail,2,10.0
2398,2025-03-26,2025-04-06,HM20,Black,gallon,PrepRite-Black-Gallon,23,23.0
2399,2025-03-26,2025-03-27,HM25,Black,gallon,ProMar200-Black-Gallon,18,18.0
2400,2025-03-26,2025-03-27,HM25,Black,quart,PrepRite-Black-Quart,88,22.0
2401,2025-03-26,2025-03-28,HM25,Black,pail_5gal,PrepRite-Black-Pail,6,30.0
2402,2025-03-26,2025-03-29,HM25,Black,gallon,ProMar200-Black-Gallon,24,24.0
2403,2025-03-26,2025-03-28,HM25,Black,gallon,PrepRite-Black-Gallon,30,30.0
2404,2025-03-26,2025-03-28,HM36,White,quart,Duration-White-Quart,56,14.0
2405,2025-03-26,2025-03-29,HM36,White,gallon,Duration-White-Gallon,24,24.0
2406,2025-03-26,2025-03-29,HM36,White,quart,ProMar200-White-Quart,49,12.25
2407,2025-03-26,2025-04-02,HM36,White,gallon,Duration-White-Gallon,17,17.0
2408,2025-03-26,2025-04-01,HM43,Red,gallon,Duration-Red-Gallon,22,22.0
2409,2025-03-26,2025-03-29,HM43,Red,gallon,Emerald-Red-Gallon,38,38.0
2410,2025-03-26,2025-03-28,HM47,Red,pail_5gal,Emerald-Red-Pail,7,35.0
2411,2025-03-26,2025-03-28,HM47,Red,quart,Duration-Red-Quart,28,7.0
2412,2025-03-26,2025-04-03,HM47,Red,quart,Duration-Red-Quart,156,39.0
2413,2025-03-26,2025-03-29,HM47,Red,pail_5gal,Duration-Red-Pail,14,70.0
2414,2025-03-26,2025-03-27,HM47,Red,pail_5gal,Emerald-Red-Pail,5,25.0
2415,2025-03-26,2025-03-29,HM47,Red,quart,Duration-Red-Quart,33,8.25
2416,2025-03-26,2025-03-30,HM47,Red,quart,Duration-Red-Quart,192,48.0
2417,2025-03-26,2025-03-30,HM50,Clear,pail_5gal,ProMar200-Clear-Pail,3,15.0
2418,2025-03-26,2025-03-28,HM50,Clear,gallon,ProMar200-Clear-Gallon,14,14.0
2419,2025-03-26,2025-03-28,HM50,Clear,gallon,ProMar200-Clear-Gallon,21,21.0
2420,2025-03-26,2025-04-04,HM56,White,quart,SuperPaint-White-Quart,221,55.25
2421,2025-03-27,2025-03-29,HM01,White,quart,Duration-White-Quart,55,13.75
2422,2025-03-27,2025-03-28,HM01,White,quart,SuperPaint-White-Quart,289,72.25
2423,2025-03-27,2025-03-29,HM12,Blue/Green,quart,Emerald-Blue/Green-Quart,64,16.0
2424,2025-03-27,2025-04-01,HM13,Blue/Green,gallon,Emerald-Blue/Green-Gallon,57,57.0
2425,2025-03-27,2025-03-31,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,19,19.0
2426,2025-03-27,2025-03-28,HM16,Red,pail_5gal,Duration-Red-Pail,15,75.0
2427,2025-03-27,2025-04-01,HM20,Black,pail_5gal,PrepRite-Black-Pail,4,20.0
2428,2025-03-27,2025-03-31,HM25,Black,gallon,ProMar200-Black-Gallon,45,45.0
2429,2025-03-27,2025-04-01,HM25,Black,gallon,PrepRite-Black-Gallon,15,15.0
2430,2025-03-27,2025-03-30,HM30,Black,quart,PrepRite-Black-Quart,64,16.0
2431,2025-03-27,2025-03-29,HM36,White,gallon,ProMar200-White-Gallon,32,32.0
2432,2025-03-27,2025-03-30,HM36,White,gallon,ProMar200-White-Gallon,120,120.0
2433,2025-03-27,2025-03-29,HM43,Red,gallon,Duration-Red-Gallon,47,47.0
2434,2025-03-27,2025-03-28,HM47,Red,pail_5gal,Duration-Red-Pail,7,35.0
2435,2025-03-27,2025-03-28,HM47,Red,pail_5gal,Duration-Red-Pail,6,30.0
2436,2025-03-27,2025-04-03,HM50,Clear,quart,ProMar200-Clear-Quart,93,23.25
2437,2025-03-27,2025-03-30,HM50,Clear,quart,ProMar200-Clear-Quart,96,24.0
2438,2025-03-27,2025-03-29,HM56,White,gallon,Duration-White-Gallon,52,52.0
2439,2025-03-28,2025-03-29,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,39,9.75
2440,2025-03-28,2025-03-29,HM13,Blue/Green,quart,SuperPaint-Blue/Green-Quart,94,23.5
2441,2025-03-28,2025-03-30,HM13,Blue/Green,pail_5gal,SuperPaint-Blue/Green-Pail,7,35.0
2442,2025-03-28,2025-03-30,HM13,Blue/Green,quart,Emerald-Blue/Green-Quart,107,26.75
2443,2025-03-28,2025-03-30,HM13,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,10,10.0
2444,2025-03-28,2025-03-30,HM14,Blue/Green,gallon,SuperPaint-Blue/Green-Gallon,14,14.0
2445,2025-03-28,2025-03-29,HM14,Blue/Green,quart,SuperPaint-Blue/Green-Quart,67,16.75
2446,2025-03-28,2025-03-31,HM16,Red,quart,Duration-Red-Quart,161,40.25
2447,2025-03-28,2025-03-30,HM16,Red,gallon,Duration-Red-Gallon,27,27.0
2448,2025-03-28,2025-03-30,HM16,Red,pail_5gal,Duration-Red-Pail,9,45.0
