batch_id,date,line,sku,color_family,wc_grade,container_type,product_line,complexity,run_hours,good_units,good_gallons,gallons_per_unit,yield_loss_frac,cfr_uh_batch,cfr_gal_hr,temperature_f,defect_flag
7009,2025-04-16,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.1547,19.02,19.018,1.0,0.0311,17.0,17.0,63.7,0
7010,2025-04-16,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,3.5345,92.74,23.184,0.25,0.0429,27.413,6.853,63.7,0
7011,2025-04-16,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,3.6808,74.62,18.656,0.25,0.0352,21.013,5.253,63.7,0
7012,2025-04-16,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.0812,21.43,5.358,0.25,0.0637,21.172,5.293,63.7,0
7013,2025-04-16,HM25,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,3.2708,56.76,56.759,1.0,0.034,17.965,17.965,63.7,0
7014,2025-04-16,HM25,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,3.6607,13.18,65.917,5.0,0.0315,3.719,18.593,63.7,0
7015,2025-04-16,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,0.8322,12.44,12.441,1.0,0.0341,15.476,15.476,63.7,0
7016,2025-04-16,HM30,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,3.7988,71.01,71.006,1.0,0.0397,19.465,19.465,63.7,0
7017,2025-04-16,HM36,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.5538,22.88,22.878,1.0,0.0246,15.095,15.095,63.7,0
7018,2025-04-16,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,3.0164,61.91,15.477,0.25,0.0508,21.622,5.405,63.7,0
7019,2025-04-16,HM36,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,2.944,67.33,16.834,0.25,0.0324,23.638,5.91,63.7,0
7020,2025-04-16,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,4.2958,107.49,26.873,0.25,0.0,25.023,6.256,63.7,0
7021,2025-04-16,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,3.4186,50.68,50.682,1.0,0.0319,15.314,15.314,63.7,0
7022,2025-04-16,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,2.0376,31.23,31.232,1.0,0.0353,15.889,15.889,63.7,0
7023,2025-04-16,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,1.6946,26.12,26.124,1.0,0.0205,15.739,15.739,63.7,0
7024,2025-04-16,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.3392,39.21,39.21,1.0,0.0203,17.109,17.109,63.7,0
7025,2025-04-16,HM43,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,complex,4.9094,22.89,114.437,5.0,0.0355,4.834,24.169,63.7,0
7026,2025-04-16,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.6442,25.84,25.844,1.0,0.0374,16.329,16.329,63.7,0
7027,2025-04-16,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.0893,6.26,31.311,5.0,0.005,5.778,28.889,63.7,0
7028,2025-04-16,HM47,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,1.3404,7.79,38.961,5.0,0.032,6.006,30.028,63.7,0
7029,2025-04-16,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,0.8807,12.84,12.837,1.0,0.0497,15.338,15.338,63.7,0
7030,2025-04-16,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,1.4884,31.2,31.203,1.0,0.0426,21.898,21.898,63.7,0
7031,2025-04-16,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,1.1866,24.59,24.587,1.0,0.0011,20.745,20.745,63.7,0
7032,2025-04-16,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,3.3296,70.61,70.61,1.0,0.0175,21.584,21.584,63.7,0
7033,2025-04-16,HM56,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,0.8311,18.92,4.729,0.25,0.0286,23.43,5.858,63.7,0
7034,2025-04-16,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.9517,24.99,24.987,1.0,0.1632,15.3,15.3,63.7,1
7035,2025-04-16,HM56,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.2098,31.38,31.376,1.0,0.0247,14.558,14.558,63.7,0
7036,2025-04-17,HM01,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.7336,27.27,27.269,1.0,0.0368,16.33,16.33,53.3,0
7037,2025-04-17,HM01,SuperPaint-White-Pail,White,6A,pail_5gal,SuperPaint,standard,1.522,6.66,33.276,5.0,0.0134,4.432,22.16,53.3,0
7038,2025-04-17,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.638,41.97,10.493,0.25,0.0386,16.548,4.137,53.3,0
7039,2025-04-17,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,1.6369,6.94,34.718,5.0,0.0115,4.291,21.455,53.3,0
7040,2025-04-17,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,1.488,28.78,7.195,0.25,0.0258,19.852,4.963,53.3,0
7041,2025-04-17,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.2656,53.97,13.493,0.25,0.0176,24.25,6.062,53.3,0
7042,2025-04-17,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,4.2224,83.34,20.836,0.25,0.0353,20.461,5.115,53.3,0
7043,2025-04-17,HM13,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,5.7087,95.02,95.022,1.0,0.0469,17.465,17.465,53.3,0
7044,2025-04-17,HM13,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.7874,27.56,27.556,1.0,0.0315,15.92,15.92,53.3,0
7045,2025-04-17,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,4.6826,92.46,23.115,0.25,0.0273,20.3,5.075,53.3,0
7046,2025-04-17,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,2.5175,34.8,34.801,1.0,0.0528,14.594,14.594,53.3,0
7047,2025-04-17,HM14,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.0959,9.92,49.593,5.0,0.0302,4.88,24.399,53.3,0
7048,2025-04-17,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,1.7989,41.84,10.459,0.25,0.0274,23.913,5.978,53.3,0
7049,2025-04-17,HM14,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,4.0036,53.13,53.128,1.0,0.0312,13.697,13.697,53.3,0
7050,2025-04-17,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.3202,25.07,6.268,0.25,0.0211,19.401,4.85,53.3,0
7051,2025-04-17,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,3.2089,71.78,17.945,0.25,0.0079,22.546,5.637,53.3,0
7052,2025-04-17,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.6485,42.14,10.536,0.25,0.0128,25.896,6.474,53.3,0
7053,2025-04-17,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,2.0026,40.1,10.025,0.25,0.0399,20.857,5.214,53.3,0
7054,2025-04-17,HM16,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.307,24.78,24.781,1.0,0.0438,19.829,19.829,53.3,0
7055,2025-04-17,HM20,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.6,36.47,36.47,1.0,0.0016,14.05,14.05,53.3,0
7056,2025-04-17,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.4421,57.48,14.369,0.25,0.0176,23.957,5.989,53.3,0
7057,2025-04-17,HM25,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,0.8323,17.83,4.457,0.25,0.036,22.224,5.556,53.3,0
7058,2025-04-17,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.6732,33.48,33.483,1.0,0.0136,20.287,20.287,53.3,0
7059,2025-04-17,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.4011,31.26,7.815,0.25,0.0507,23.5,5.875,53.3,0
7060,2025-04-17,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.4596,6.37,31.842,5.0,0.03,4.498,22.489,53.3,0
7061,2025-04-17,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,2.0308,9.58,47.923,5.0,0.0406,4.919,24.597,53.3,0
7062,2025-04-17,HM30,PrepRite-Black-Pail,Black,5A,pail_5gal,PrepRite,standard,1.2711,5.64,28.203,5.0,0.0355,4.601,23.005,53.3,0
7063,2025-04-17,HM30,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.9803,55.84,13.96,0.25,0.0324,19.364,4.841,53.3,0
7064,2025-04-17,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.7972,38.84,38.845,1.0,0.1284,15.932,15.932,53.3,1
7065,2025-04-17,HM36,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,1.5223,21.19,21.189,1.0,0.031,14.364,14.364,53.3,0
7066,2025-04-17,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,4.6537,118.13,29.533,0.25,0.0404,26.454,6.613,53.3,0
7067,2025-04-17,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,0.9532,12.24,12.236,1.0,0.0183,13.077,13.077,53.3,0
7068,2025-04-17,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,1.768,6.7,33.511,5.0,0.0415,3.955,19.776,53.3,0
7069,2025-04-17,HM43,Duration-Red-Pail,Red,7B,pail_5gal,Duration,complex,3.5179,15.24,76.212,5.0,0.032,4.476,22.381,53.3,0
7070,2025-04-17,HM43,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,complex,5.3444,22.31,111.526,5.0,0.0419,4.356,21.78,53.3,0
7071,2025-04-17,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,1.0293,14.9,14.903,1.0,0.1316,16.671,16.671,53.3,1
7072,2025-04-17,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,0.8248,12.77,12.767,1.0,0.0211,15.812,15.812,53.3,0
7073,2025-04-17,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.6763,27.91,27.91,1.0,0.0364,17.278,17.278,53.3,0
7074,2025-04-17,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,4.355,69.61,69.611,1.0,0.0145,16.22,16.22,53.3,0
7075,2025-04-17,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.877,8.87,44.339,5.0,0.038,4.911,24.557,53.3,0
7076,2025-04-17,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,1.2391,29.8,7.45,0.25,0.0284,24.752,6.188,53.3,0
7077,2025-04-17,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,3.8845,58.21,58.21,1.0,0.0416,15.635,15.635,53.3,0
7078,2025-04-17,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,1.2947,29.55,7.389,0.25,0.0224,23.35,5.838,53.3,0
7079,2025-04-17,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,2.7155,35.52,35.525,1.0,0.05,13.77,13.77,53.3,0
7080,2025-04-17,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,0.5145,7.54,7.542,1.0,0.038,15.239,15.239,53.3,0
7081,2025-04-17,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,1.2593,20.68,20.68,1.0,0.0258,16.857,16.857,53.3,0
7082,2025-04-17,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,2.7,58.27,14.566,0.25,0.0458,22.616,5.654,53.3,0
7083,2025-04-17,HM56,Duration-White-Quart,White,6A,quart,Duration,standard,1.7298,36.26,9.065,0.25,0.0154,21.291,5.323,53.3,0
7084,2025-04-17,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.1937,38.97,38.967,1.0,0.0142,18.019,18.019,53.3,0
7085,2025-04-18,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.1392,39.71,9.928,0.25,0.0342,19.222,4.805,83.1,0
7086,2025-04-18,HM01,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.6404,35.09,8.772,0.25,0.0485,22.481,5.62,83.1,0
7087,2025-04-18,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,1.0705,24.79,6.197,0.25,0.0019,23.197,5.799,83.1,0
7088,2025-04-18,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,3.0053,38.28,38.278,1.0,0.1513,15.008,15.008,83.1,1
7089,2025-04-18,HM01,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,1.4987,23.08,23.081,1.0,0.0132,15.607,15.607,83.1,0
7090,2025-04-18,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.2412,60.79,15.197,0.25,0.0639,20.036,5.009,83.1,0
7091,2025-04-18,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,6.0049,121.63,30.408,0.25,0.0028,20.312,5.078,83.1,0
7092,2025-04-18,HM12,Emerald-Blue/Green-Gallon,Blue/Green,7A,gallon,Emerald,complex,4.015,56.1,56.097,1.0,0.0387,14.534,14.534,83.1,0
7093,2025-04-18,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.5078,42.38,10.594,0.25,0.0294,17.411,4.353,83.1,0
7094,2025-04-18,HM13,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,5.3361,86.28,86.285,1.0,0.0299,16.669,16.669,83.1,0
7095,2025-04-18,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.847,75.07,18.768,0.25,0.005,26.502,6.626,83.1,0
7096,2025-04-18,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,1.8899,50.91,12.728,0.25,0.0079,27.153,6.788,83.1,0
7097,2025-04-18,HM14,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,4.289,62.73,62.733,1.0,0.0322,15.112,15.112,83.1,0
7098,2025-04-18,HM14,Emerald-Blue/Green-Pail,Blue/Green,7A,pail_5gal,Emerald,complex,2.515,10.25,51.229,5.0,0.0299,4.199,20.996,83.1,0
7099,2025-04-18,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,3.5207,61.63,61.632,1.0,0.0266,17.983,17.983,83.1,0
7100,2025-04-18,HM16,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.4367,21.92,21.923,1.0,0.0347,15.807,15.807,83.1,0
7101,2025-04-18,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,0.7765,14.11,14.108,1.0,0.041,18.947,18.947,83.1,0
7102,2025-04-18,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,4.6014,75.07,75.072,1.0,0.019,16.631,16.631,83.1,0
7103,2025-04-18,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.5441,36.38,9.095,0.25,0.0433,24.63,6.157,83.1,0
7104,2025-04-18,HM20,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,2.1944,52.47,13.117,0.25,0.0437,25.003,6.251,83.1,0
7105,2025-04-18,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.6798,20.23,20.232,1.0,0.0527,12.714,12.714,83.1,0
7106,2025-04-18,HM20,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,3.6449,19.74,98.722,5.0,0.035,5.613,28.066,83.1,0
7107,2025-04-18,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,3.3432,56.84,56.838,1.0,0.0461,17.823,17.823,83.1,0
7108,2025-04-18,HM25,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,1.8221,40.59,10.147,0.25,0.0243,22.83,5.708,83.1,0
7109,2025-04-18,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.7102,33.74,33.742,1.0,0.0464,20.689,20.689,83.1,0
7110,2025-04-18,HM25,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,3.6771,69.52,17.379,0.25,0.0336,19.563,4.891,83.1,0
7111,2025-04-18,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,3.1985,48.55,48.548,1.0,0.0395,15.802,15.802,83.1,0
7112,2025-04-18,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.1312,18.41,18.41,1.0,0.0461,17.061,17.061,83.1,0
7113,2025-04-18,HM36,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.702,35.17,8.793,0.25,0.0281,21.26,5.315,83.1,0
7114,2025-04-18,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,3.2748,74.22,18.555,0.25,0.0182,23.085,5.771,83.1,0
7115,2025-04-18,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.0885,30.85,30.85,1.0,0.0301,15.23,15.23,83.1,0
7116,2025-04-18,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.3564,34.59,34.585,1.0,0.0649,15.696,15.696,83.1,0
7117,2025-04-18,HM43,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,complex,2.8976,15.87,79.372,5.0,0.0403,5.708,28.542,83.1,0
7118,2025-04-18,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,2.5111,32.42,32.416,1.0,0.1816,15.773,15.773,83.1,1
7119,2025-04-18,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.0372,19.01,19.012,1.0,0.0508,19.311,19.311,83.1,0
7120,2025-04-18,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,2.2017,10.39,51.932,5.0,0.0599,5.018,25.09,83.1,0
7121,2025-04-18,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.2342,19.45,19.454,1.0,0.0333,16.305,16.305,83.1,0
7122,2025-04-18,HM47,Duration-Red-Quart,Red,7B,quart,Duration,standard,2.1843,50.28,12.569,0.25,0.0191,23.465,5.866,83.1,0
7123,2025-04-18,HM47,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,2.0736,27.68,27.678,1.0,0.0465,13.999,13.999,83.1,0
7124,2025-04-18,HM50,ProMar200-Clear-Quart,Clear,8A,quart,ProMar200,standard,2.1942,42.26,10.565,0.25,0.0108,19.47,4.867,83.1,0
7125,2025-04-18,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,1.5999,26.62,26.624,1.0,0.0176,16.94,16.94,83.1,0
7126,2025-04-18,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,1.1623,16.92,16.917,1.0,0.0506,15.331,15.331,83.1,0
7127,2025-04-18,HM50,SuperPaint-Clear-Quart,Clear,8A,quart,SuperPaint,standard,3.68,71.7,17.924,0.25,0.0296,20.076,5.019,83.1,0
7128,2025-04-18,HM56,SuperPaint-White-Pail,White,6A,pail_5gal,SuperPaint,standard,1.7511,9.78,48.895,5.0,0.0398,5.816,29.079,83.1,0
7129,2025-04-18,HM56,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.0825,42.28,10.569,0.25,0.0247,20.814,5.204,83.1,0
7130,2025-04-18,HM56,Duration-White-Gallon,White,6A,gallon,Duration,standard,2.7021,41.99,41.994,1.0,0.0381,16.157,16.157,83.1,0
7131,2025-04-18,HM56,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,1.5019,37.57,9.392,0.25,0.0067,25.183,6.296,83.1,0
7132,2025-04-18,HM56,SuperPaint-White-Gallon,White,6A,gallon,SuperPaint,standard,3.5128,52.25,52.253,1.0,0.0271,15.289,15.289,83.1,0
7133,2025-04-19,HM01,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.7078,34.74,8.686,0.25,0.0146,20.646,5.162,73.2,0
7134,2025-04-19,HM01,ProMar200-White-Gallon,White,6A,gallon,ProMar200,standard,2.2972,35.59,35.589,1.0,0.0352,16.057,16.057,73.2,0
7135,2025-04-19,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,3.6362,88.37,22.092,0.25,0.0303,25.061,6.265,73.2,0
7136,2025-04-19,HM01,Duration-White-Quart,White,6A,quart,Duration,standard,3.1519,61.73,15.434,0.25,0.0454,20.517,5.129,73.2,0
7137,2025-04-19,HM12,SuperPaint-Blue/Green-Gallon,Blue/Green,7A,gallon,SuperPaint,complex,1.8208,29.1,29.104,1.0,0.0512,16.846,16.846,73.2,0
7138,2025-04-19,HM12,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,2.4295,50.55,12.639,0.25,0.056,22.043,5.511,73.2,0
7139,2025-04-19,HM12,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,2.57,60.12,15.031,0.25,0.0322,24.174,6.043,73.2,0
7140,2025-04-19,HM12,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.2873,9.26,46.302,5.0,0.032,4.182,20.912,73.2,0
7141,2025-04-19,HM13,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,2.6805,12.33,61.634,5.0,0.0322,4.752,23.758,73.2,0
7142,2025-04-19,HM13,SuperPaint-Blue/Green-Pail,Blue/Green,7A,pail_5gal,SuperPaint,complex,1.8034,7.9,39.508,5.0,0.0413,4.57,22.85,73.2,0
7143,2025-04-19,HM13,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.2362,63.17,15.792,0.25,0.0526,20.603,5.151,73.2,0
7144,2025-04-19,HM14,Emerald-Blue/Green-Quart,Blue/Green,7A,quart,Emerald,complex,7.1729,113.3,28.325,0.25,0.0496,16.619,4.155,73.2,0
7145,2025-04-19,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,3.0426,61.69,15.422,0.25,0.0146,20.575,5.144,73.2,0
7146,2025-04-19,HM14,SuperPaint-Blue/Green-Quart,Blue/Green,7A,quart,SuperPaint,complex,5.1242,100.3,25.076,0.25,0.0464,20.526,5.132,73.2,0
7147,2025-04-19,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,0.9231,19.17,4.793,0.25,0.0461,21.772,5.443,73.2,0
7148,2025-04-19,HM16,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,2.3123,10.56,52.812,5.0,0.0232,4.676,23.382,73.2,0
7149,2025-04-19,HM16,Emerald-Red-Quart,Red,7B,quart,Emerald,standard,1.2687,28.36,7.09,0.25,0.0347,23.158,5.79,73.2,0
7150,2025-04-19,HM16,Duration-Red-Gallon,Red,7B,gallon,Duration,standard,1.0001,17.87,17.871,1.0,0.0308,18.438,18.438,73.2,0
7151,2025-04-19,HM16,Duration-Red-Quart,Red,7B,quart,Duration,standard,1.2451,25.8,6.45,0.25,0.0268,21.293,5.323,73.2,0
7152,2025-04-19,HM20,ProMar200-Black-Quart,Black,5A,quart,ProMar200,standard,2.6691,72.93,18.233,0.25,0.0193,27.862,6.966,73.2,0
7153,2025-04-19,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,2.4565,46.06,46.055,1.0,0.038,19.49,19.49,73.2,0
7154,2025-04-19,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,1.7599,27.46,27.456,1.0,0.0039,15.662,15.662,73.2,0
7155,2025-04-19,HM20,ProMar200-Black-Gallon,Black,5A,gallon,ProMar200,standard,0.9536,15.0,15.004,1.0,0.035,16.305,16.305,73.2,0
7156,2025-04-19,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.7131,28.28,28.281,1.0,0.0297,17.013,17.013,73.2,0
7157,2025-04-19,HM25,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.0435,35.76,35.761,1.0,0.0158,17.781,17.781,73.2,0
7158,2025-04-19,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,1.6731,23.88,23.882,1.0,0.0172,14.525,14.525,73.2,0
7159,2025-04-19,HM30,PrepRite-Black-Quart,Black,5A,quart,PrepRite,standard,2.6242,55.47,13.868,0.25,0.0459,22.155,5.539,73.2,0
7160,2025-04-19,HM30,PrepRite-Black-Gallon,Black,5A,gallon,PrepRite,standard,2.2861,41.7,41.696,1.0,0.1687,21.941,21.941,73.2,1
7161,2025-04-19,HM30,ProMar200-Black-Pail,Black,5A,pail_5gal,ProMar200,standard,1.8392,9.39,46.944,5.0,0.0027,5.119,25.593,73.2,0
7162,2025-04-19,HM36,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,1.4787,32.5,8.125,0.25,0.0232,22.501,5.625,73.2,0
7163,2025-04-19,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,3.5675,72.56,18.141,0.25,0.0269,20.902,5.225,73.2,0
7164,2025-04-19,HM36,ProMar200-White-Quart,White,6A,quart,ProMar200,standard,3.7829,96.25,24.062,0.25,0.0319,26.282,6.57,73.2,0
7165,2025-04-19,HM36,SuperPaint-White-Quart,White,6A,quart,SuperPaint,standard,2.6704,56.5,14.126,0.25,0.0462,22.184,5.546,73.2,0
7166,2025-04-19,HM36,Duration-White-Quart,White,6A,quart,Duration,standard,1.4097,29.94,7.486,0.25,0.0303,21.905,5.476,73.2,0
7167,2025-04-19,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,1.5726,21.02,21.023,1.0,0.0,13.368,13.368,73.2,0
7168,2025-04-19,HM43,Emerald-Red-Gallon,Red,7B,gallon,Emerald,complex,3.8174,74.62,74.621,1.0,0.0381,20.321,20.321,73.2,0
7169,2025-04-19,HM43,Duration-Red-Gallon,Red,7B,gallon,Duration,complex,7.9757,105.56,105.557,1.0,0.0374,13.749,13.749,73.2,0
7170,2025-04-19,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,3.3298,56.38,56.381,1.0,0.0133,17.16,17.16,73.2,0
7171,2025-04-19,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,1.0019,17.37,17.369,1.0,0.0045,17.413,17.413,73.2,0
7172,2025-04-19,HM47,Duration-Red-Pail,Red,7B,pail_5gal,Duration,standard,1.4507,6.26,31.303,5.0,0.0066,4.344,21.722,73.2,0
7173,2025-04-19,HM47,Emerald-Red-Gallon,Red,7B,gallon,Emerald,standard,3.9799,64.57,64.568,1.0,0.019,16.538,16.538,73.2,0
7174,2025-04-19,HM47,Emerald-Red-Pail,Red,7B,pail_5gal,Emerald,standard,4.2194,19.18,95.916,5.0,0.02,4.639,23.197,73.2,0
7175,2025-04-19,HM50,ProMar200-Clear-Gallon,Clear,8A,gallon,ProMar200,standard,1.9461,30.35,30.35,1.0,0.0455,16.338,16.338,73.2,0
7176,2025-04-19,HM50,SuperPaint-Clear-Gallon,Clear,8A,gallon,SuperPaint,standard,4.0902,55.66,55.655,1.0,0.0268,13.982,13.982,73.2,0
