date,line,minutes
2025-02-06,HM56,35.1
2025-02-06,HM56,34.1
2025-02-07,HM01,47.0
2025-02-07,HM12,34.9
2025-02-07,HM12,38.2
2025-02-07,HM12,30.8
2025-02-07,HM12,32.7
2025-02-07,HM12,33.6
2025-02-07,HM12,35.6
2025-02-07,HM12,33.8
2025-02-07,HM13,36.9
2025-02-07,HM13,35.2
2025-02-07,HM13,39.6
2025-02-07,HM14,27.7
2025-02-07,HM14,27.3
2025-02-07,HM16,42.9
2025-02-07,HM20,35.1
2025-02-07,HM20,33.5
2025-02-07,HM20,36.5
2025-02-07,HM20,34.1
2025-02-07,HM25,32.4
2025-02-07,HM25,33.4
2025-02-07,HM25,29.3
2025-02-07,HM30,12.2
2025-02-07,HM36,38.9
2025-02-07,HM36,37.7
2025-02-07,HM43,35.8
2025-02-07,HM43,35.7
2025-02-07,HM47,32.0
2025-02-07,HM50,43.0
2025-02-07,HM50,42.6
2025-02-07,HM56,34.5
2025-02-07,HM56,33.6
2025-02-07,HM56,30.8
2025-02-07,HM56,33.0
2025-02-08,HM01,32.2
2025-02-08,HM01,36.2
2025-02-08,HM01,37.5
2025-02-08,HM01,36.9
2025-02-08,HM12,45.2
2025-02-08,HM12,39.2
2025-02-08,HM13,40.8
2025-02-08,HM13,37.0
2025-02-08,HM13,40.5
2025-02-08,HM14,34.7
2025-02-08,HM14,40.0
2025-02-08,HM14,39.1
2025-02-08,HM14,32.3
2025-02-08,HM14,35.1
2025-02-08,HM14,34.9
2025-02-08,HM14,35.9
2025-02-08,HM14,37.0
2025-02-08,HM14,37.1
2025-02-08,HM14,36.3
2025-02-08,HM14,34.2
2025-02-08,HM14,36.2
2025-02-08,HM16,30.4
2025-02-08,HM16,30.4
2025-02-08,HM16,29.2
2025-02-08,HM20,42.1
2025-02-08,HM30,33.2
2025-02-08,HM30,37.3
2025-02-08,HM30,35.6
2025-02-08,HM30,37.7
2025-02-08,HM30,34.6
2025-02-08,HM30,36.8
2025-02-08,HM30,34.7
2025-02-08,HM36,35.0
2025-02-08,HM36,35.6
2025-02-08,HM36,35.3
2025-02-08,HM43,41.4
2025-02-08,HM43,41.5
2025-02-08,HM47,24.2
2025-02-08,HM50,12.9
2025-02-08,HM56,33.7
2025-02-08,HM56,34.1
2025-02-09,HM01,27.8
2025-02-09,HM12,30.8
2025-02-09,HM12,33.8
2025-02-09,HM12,35.0
2025-02-09,HM13,36.0
2025-02-09,HM13,38.5
2025-02-09,HM13,40.8
2025-02-09,HM14,27.9
2025-02-09,HM14,24.3
2025-02-09,HM16,31.4
2025-02-09,HM16,34.6
2025-02-09,HM20,24.3
2025-02-09,HM25,35.1
2025-02-09,HM25,32.7
2025-02-09,HM25,34.7
2025-02-09,HM25,32.7
2025-02-09,HM25,37.9
2025-02-09,HM25,35.3
2025-02-09,HM25,37.1
2025-02-09,HM25,33.5
2025-02-09,HM25,34.4
2025-02-09,HM30,25.9
2025-02-09,HM30,29.9
2025-02-09,HM30,29.5
2025-02-09,HM36,39.3
2025-02-09,HM43,32.6
2025-02-09,HM47,36.2
2025-02-09,HM47,34.5
2025-02-09,HM47,35.6
2025-02-09,HM47,40.8
2025-02-09,HM47,39.7
2025-02-09,HM50,28.2
2025-02-09,HM50,29.4
2025-02-09,HM50,30.0
2025-02-09,HM56,33.0
2025-02-09,HM56,33.5
2025-02-10,HM01,38.8
2025-02-10,HM01,36.5
2025-02-10,HM01,40.7
2025-02-10,HM01,38.7
2025-02-10,HM12,38.1
2025-02-10,HM12,37.0
2025-02-10,HM12,37.4
2025-02-10,HM13,36.0
2025-02-10,HM13,37.8
2025-02-10,HM14,52.4
2025-02-10,HM16,29.9
2025-02-10,HM16,34.7
2025-02-10,HM16,35.9
2025-02-10,HM16,38.4
2025-02-10,HM16,33.0
2025-02-10,HM16,32.9
2025-02-10,HM20,10.9
2025-02-10,HM25,17.4
2025-02-10,HM30,33.8
2025-02-10,HM30,35.2
2025-02-10,HM30,31.7
2025-02-10,HM30,36.4
2025-02-10,HM30,34.8
2025-02-10,HM30,32.0
2025-02-10,HM30,36.0
2025-02-10,HM30,34.4
2025-02-10,HM30,33.2
2025-02-10,HM30,33.8
2025-02-10,HM36,35.7
2025-02-10,HM36,36.5
2025-02-10,HM43,47.5
2025-02-10,HM47,36.3
2025-02-10,HM50,32.3
2025-02-10,HM56,17.0
2025-02-11,HM01,41.6
2025-02-11,HM01,36.2
2025-02-11,HM12,42.0
2025-02-11,HM12,42.4
2025-02-11,HM13,28.9
2025-02-11,HM13,31.4
2025-02-11,HM13,26.4
2025-02-11,HM14,37.6
2025-02-11,HM14,32.5
2025-02-11,HM14,37.6
2025-02-11,HM16,40.1
2025-02-11,HM16,37.2
2025-02-11,HM20,36.3
2025-02-11,HM20,38.5
2025-02-11,HM25,43.2
2025-02-11,HM25,44.4
2025-02-11,HM36,34.6
2025-02-11,HM36,36.3
2025-02-11,HM43,38.7
2025-02-11,HM43,40.6
2025-02-11,HM43,35.2
2025-02-11,HM47,36.0
2025-02-11,HM47,36.3
2025-02-11,HM47,34.1
2025-02-11,HM47,37.7
2025-02-11,HM50,31.0
2025-02-11,HM50,26.8
2025-02-11,HM56,35.5
2025-02-11,HM56,35.9
2025-02-12,HM01,35.2
2025-02-12,HM01,33.8
2025-02-12,HM01,32.9
2025-02-12,HM01,38.1
2025-02-12,HM01,36.0
2025-02-12,HM12,28.9
2025-02-12,HM13,39.2
2025-02-12,HM13,39.5
2025-02-12,HM13,38.1
2025-02-12,HM13,40.7
2025-02-12,HM14,42.4
2025-02-12,HM16,37.0
2025-02-12,HM16,34.8
2025-02-12,HM16,35.9
2025-02-12,HM16,36.3
2025-02-12,HM16,38.2
2025-02-12,HM20,37.6
2025-02-12,HM20,40.5
2025-02-12,HM25,48.2
2025-02-12,HM30,19.6
2025-02-12,HM36,44.7
2025-02-12,HM43,27.2
2025-02-12,HM47,28.0
2025-02-12,HM47,31.6
2025-02-12,HM47,31.1
2025-02-12,HM50,21.9
2025-02-12,HM56,19.3
2025-02-13,HM01,30.6
2025-02-13,HM12,35.2
2025-02-13,HM12,36.8
2025-02-13,HM12,36.8
2025-02-13,HM12,36.4
2025-02-13,HM12,37.5
2025-02-13,HM13,30.0
2025-02-13,HM13,35.5
2025-02-13,HM13,34.9
2025-02-13,HM13,31.8
2025-02-13,HM13,32.6
2025-02-13,HM13,32.2
2025-02-13,HM13,33.9
2025-02-13,HM13,35.1
2025-02-13,HM13,30.5
2025-02-13,HM13,34.2
2025-02-13,HM14,36.9
2025-02-13,HM14,37.1
2025-02-13,HM14,34.2
2025-02-13,HM14,31.6
2025-02-13,HM14,32.7
2025-02-13,HM14,36.7
2025-02-13,HM14,30.2
2025-02-13,HM14,38.3
2025-02-13,HM14,32.7
2025-02-13,HM14,34.8
2025-02-13,HM16,36.5
2025-02-13,HM16,35.6
2025-02-13,HM16,34.8
2025-02-13,HM16,40.4
2025-02-13,HM16,40.0
2025-02-13,HM16,39.0
2025-02-13,HM16,36.8
2025-02-13,HM20,19.4
2025-02-13,HM30,32.0
2025-02-13,HM30,32.5
2025-02-13,HM30,31.9
2025-02-13,HM30,34.2
2025-02-13,HM30,34.8
2025-02-13,HM30,32.0
2025-02-13,HM30,31.5
2025-02-13,HM30,31.2
2025-02-13,HM43,41.9
2025-02-13,HM43,37.6
2025-02-13,HM47,31.9
2025-02-13,HM47,31.5
2025-02-13,HM47,32.1
2025-02-13,HM47,30.9
2025-02-13,HM50,32.0
2025-02-13,HM50,28.1
2025-02-13,HM50,30.8
2025-02-13,HM56,32.9
2025-02-13,HM56,36.7
2025-02-13,HM56,36.6
2025-02-13,HM56,36.2
2025-02-13,HM56,34.6
2025-02-14,HM01,36.6
2025-02-14,HM01,34.6
2025-02-14,HM01,36.6
2025-02-14,HM01,33.0
2025-02-14,HM01,31.7
2025-02-14,HM01,33.1
2025-02-14,HM12,38.3
2025-02-14,HM12,40.7
2025-02-14,HM12,37.6
2025-02-14,HM13,42.1
2025-02-14,HM13,41.2
2025-02-14,HM14,38.1
2025-02-14,HM14,38.5
2025-02-14,HM14,37.7
2025-02-14,HM14,38.9
2025-02-14,HM16,31.8
2025-02-14,HM16,31.2
2025-02-14,HM16,28.7
2025-02-14,HM20,28.2
2025-02-14,HM20,29.4
2025-02-14,HM20,31.9
2025-02-14,HM20,31.0
2025-02-14,HM25,26.3
2025-02-14,HM25,26.4
2025-02-14,HM30,25.2
2025-02-14,HM30,25.6
2025-02-14,HM36,32.4
2025-02-14,HM36,31.5
2025-02-14,HM36,31.0
2025-02-14,HM36,28.8
2025-02-14,HM43,37.7
2025-02-14,HM43,42.9
2025-02-14,HM43,41.7
2025-02-14,HM43,38.6
2025-02-14,HM47,31.7
2025-02-14,HM47,33.8
2025-02-14,HM47,33.9
2025-02-14,HM47,30.3
2025-02-14,HM50,37.3
2025-02-14,HM50,36.6
2025-02-14,HM56,34.4
2025-02-14,HM56,35.2
2025-02-14,HM56,30.8
2025-02-14,HM56,34.2
2025-02-15,HM01,36.9
2025-02-15,HM01,36.2
2025-02-15,HM12,35.7
2025-02-15,HM12,29.5
2025-02-15,HM12,34.7
2025-02-15,HM12,32.4
2025-02-15,HM12,29.4
2025-02-15,HM13,30.6
2025-02-15,HM13,34.8
2025-02-15,HM13,36.4
2025-02-15,HM13,33.8
2025-02-15,HM13,31.9
2025-02-15,HM13,33.7
2025-02-15,HM13,31.0
2025-02-15,HM14,39.5
2025-02-15,HM14,36.9
2025-02-15,HM14,40.8
2025-02-15,HM16,25.8
2025-02-15,HM16,27.7
2025-02-15,HM25,28.5
2025-02-15,HM25,28.2
2025-02-15,HM30,27.7
2025-02-15,HM30,31.4
2025-02-15,HM43,30.3
2025-02-15,HM43,36.0
2025-02-15,HM43,33.5
2025-02-15,HM43,30.5
2025-02-15,HM47,34.9
2025-02-15,HM47,36.4
2025-02-15,HM47,39.5
2025-02-15,HM47,35.4
2025-02-15,HM47,37.4
2025-02-15,HM47,31.8
2025-02-15,HM47,38.7
2025-02-15,HM47,36.6
2025-02-15,HM47,34.8
2025-02-15,HM47,35.3
2025-02-15,HM47,34.0
2025-02-15,HM47,35.2
2025-02-15,HM50,35.9
2025-02-15,HM50,33.2
2025-02-15,HM56,34.0
2025-02-15,HM56,33.6
2025-02-15,HM56,33.5
2025-02-16,HM12,37.1
2025-02-16,HM12,37.8
2025-02-16,HM12,39.5
2025-02-16,HM13,36.4
2025-02-16,HM13,39.3
2025-02-16,HM13,35.5
2025-02-16,HM13,34.6
2025-02-16,HM13,34.2
2025-02-16,HM13,36.1
2025-02-16,HM13,33.9
2025-02-16,HM14,34.3
2025-02-16,HM14,35.3
2025-02-16,HM14,33.8
2025-02-16,HM16,33.9
2025-02-16,HM16,34.6
2025-02-16,HM16,33.3
2025-02-16,HM16,32.9
2025-02-16,HM20,41.3
2025-02-16,HM20,37.9
2025-02-16,HM20,38.1
2025-02-16,HM25,27.8
2025-02-16,HM25,26.8
2025-02-16,HM25,30.8
2025-02-16,HM30,43.2
2025-02-16,HM36,16.1
2025-02-16,HM43,31.6
2025-02-16,HM43,33.8
2025-02-16,HM43,29.6
2025-02-16,HM43,32.8
2025-02-16,HM47,38.8
2025-02-16,HM47,42.6
2025-02-16,HM50,38.7
2025-02-16,HM50,36.6
2025-02-16,HM50,33.9
2025-02-16,HM56,34.1
2025-02-16,HM56,32.7
2025-02-16,HM56,37.2
2025-02-16,HM56,37.3
2025-02-16,HM56,35.3
2025-02-17,HM01,31.1
2025-02-17,HM01,35.5
2025-02-17,HM01,28.6
2025-02-17,HM12,22.9
2025-02-17,HM13,35.2
2025-02-17,HM13,32.6
2025-02-17,HM13,36.0
2025-02-17,HM13,32.6
2025-02-17,HM14,37.3
2025-02-17,HM14,35.6
2025-02-17,HM16,33.3
2025-02-17,HM16,32.4
2025-02-17,HM16,28.4
2025-02-17,HM16,29.0
2025-02-17,HM20,38.9
2025-02-17,HM20,35.7
2025-02-17,HM20,32.9
2025-02-17,HM20,38.4
2025-02-17,HM25,33.6
2025-02-17,HM25,32.9
2025-02-17,HM30,32.9
2025-02-17,HM30,32.4
2025-02-17,HM30,28.5
2025-02-17,HM30,32.4
2025-02-17,HM43,38.9
2025-02-17,HM43,39.0
2025-02-17,HM47,51.0
2025-02-17,HM50,26.3
2025-02-17,HM50,26.6
2025-02-17,HM56,39.6
2025-02-17,HM56,34.8
2025-02-17,HM56,33.4
2025-02-18,HM01,30.9
2025-02-18,HM01,33.9
2025-02-18,HM01,34.5
2025-02-18,HM01,36.6
2025-02-18,HM01,33.2
2025-02-18,HM01,33.0
2025-02-18,HM01,31.8
2025-02-18,HM01,30.8
2025-02-18,HM01,32.7
2025-02-18,HM01,34.2
2025-02-18,HM12,36.1
2025-02-18,HM12,38.7
2025-02-18,HM12,33.4
2025-02-18,HM12,36.5
2025-02-18,HM12,32.3
2025-02-18,HM13,35.7
2025-02-18,HM14,33.1
2025-02-18,HM14,33.3
2025-02-18,HM14,35.8
2025-02-18,HM14,35.8
2025-02-18,HM14,32.3
2025-02-18,HM14,28.5
2025-02-18,HM14,37.4
2025-02-18,HM14,34.8
2025-02-18,HM16,33.2
2025-02-18,HM16,36.6
2025-02-18,HM16,34.1
2025-02-18,HM16,34.7
2025-02-18,HM20,31.1
2025-02-18,HM20,34.4
2025-02-18,HM20,30.2
2025-02-18,HM20,35.7
2025-02-18,HM20,27.5
2025-02-18,HM25,28.2
2025-02-18,HM25,26.3
2025-02-18,HM25,28.7
2025-02-18,HM30,43.6
2025-02-18,HM30,45.1
2025-02-18,HM36,34.8
2025-02-18,HM36,34.7
2025-02-18,HM36,33.0
2025-02-18,HM36,35.2
2025-02-18,HM36,33.1
2025-02-18,HM43,40.8
2025-02-18,HM47,26.8
2025-02-18,HM47,26.0
2025-02-18,HM50,40.2
2025-02-18,HM50,41.5
2025-02-18,HM56,34.2
2025-02-18,HM56,39.3
2025-02-18,HM56,38.4
2025-02-18,HM56,35.9
2025-02-18,HM56,38.1
2025-02-18,HM56,37.6
2025-02-19,HM01,36.3
2025-02-19,HM01,33.6
2025-02-19,HM12,41.1
2025-02-19,HM12,36.1
2025-02-19,HM12,36.9
2025-02-19,HM13,26.0
2025-02-19,HM13,31.1
2025-02-19,HM14,36.4
2025-02-19,HM14,33.1
2025-02-19,HM14,39.3
2025-02-19,HM14,35.4
2025-02-19,HM14,36.3
2025-02-19,HM14,34.7
2025-02-19,HM14,35.3
2025-02-19,HM14,32.1
2025-02-19,HM14,32.4
2025-02-19,HM14,29.0
2025-02-19,HM14,31.1
2025-02-19,HM16,33.3
2025-02-19,HM20,23.9
2025-02-19,HM25,35.6
2025-02-19,HM25,37.3
2025-02-19,HM25,36.1
2025-02-19,HM25,37.0
2025-02-19,HM30,35.8
2025-02-19,HM30,36.1
2025-02-19,HM30,35.9
2025-02-19,HM36,36.0
2025-02-19,HM36,37.8
2025-02-19,HM36,35.8
2025-02-19,HM43,45.5
2025-02-19,HM47,41.0
2025-02-19,HM47,41.5
2025-02-19,HM50,30.5
2025-02-19,HM56,33.4
2025-02-19,HM56,37.4
2025-02-19,HM56,36.0
2025-02-19,HM56,34.7
2025-02-19,HM56,36.0
2025-02-19,HM56,35.9
2025-02-19,HM56,36.2
2025-02-19,HM56,35.9
2025-02-19,HM56,35.9
2025-02-20,HM01,44.0
2025-02-20,HM01,44.7
2025-02-20,HM12,41.5
2025-02-20,HM12,35.8
2025-02-20,HM12,38.8
2025-02-20,HM13,27.9
2025-02-20,HM14,35.4
2025-02-20,HM14,36.0
2025-02-20,HM14,34.4
2025-02-20,HM16,30.2
2025-02-20,HM20,32.8
2025-02-20,HM25,26.5
2025-02-20,HM25,28.3
2025-02-20,HM25,29.9
2025-02-20,HM30,34.7
2025-02-20,HM30,37.6
2025-02-20,HM30,41.3
2025-02-20,HM36,37.6
2025-02-20,HM36,37.3
2025-02-20,HM36,35.0
2025-02-20,HM43,32.1
2025-02-20,HM43,37.4
2025-02-20,HM43,36.1
2025-02-20,HM43,33.3
2025-02-20,HM43,30.5
2025-02-20,HM47,28.1
2025-02-20,HM50,32.4
2025-02-20,HM50,35.0
2025-02-20,HM50,35.8
2025-02-20,HM50,29.6
2025-02-20,HM50,36.3
2025-02-20,HM56,24.3
2025-02-21,HM01,26.8
2025-02-21,HM12,27.3
2025-02-21,HM13,35.9
2025-02-21,HM13,40.9
2025-02-21,HM13,35.5
2025-02-21,HM13,39.6
2025-02-21,HM13,37.8
2025-02-21,HM13,36.4
2025-02-21,HM13,35.1
2025-02-21,HM16,29.7
2025-02-21,HM16,36.4
2025-02-21,HM20,33.9
2025-02-21,HM20,34.4
2025-02-21,HM20,32.5
2025-02-21,HM25,45.3
2025-02-21,HM30,23.3
2025-02-21,HM36,27.2
2025-02-21,HM36,27.3
2025-02-21,HM43,34.7
2025-02-21,HM43,37.1
2025-02-21,HM43,36.9
2025-02-21,HM43,38.9
2025-02-21,HM43,38.7
2025-02-21,HM43,40.0
2025-02-21,HM47,18.7
2025-02-21,HM50,43.1
2025-02-21,HM56,37.1
2025-02-21,HM56,35.5
2025-02-21,HM56,34.9
2025-02-22,HM01,33.9
2025-02-22,HM01,30.6
2025-02-22,HM12,34.3
2025-02-22,HM12,31.7
2025-02-22,HM12,32.9
2025-02-22,HM12,36.5
2025-02-22,HM13,25.5
2025-02-22,HM14,34.2
2025-02-22,HM14,32.8
2025-02-22,HM14,32.1
2025-02-22,HM16,39.3
2025-02-22,HM16,37.7
2025-02-22,HM16,37.4
2025-02-22,HM25,28.7
2025-02-22,HM25,30.9
2025-02-22,HM30,32.2
2025-02-22,HM30,31.6
2025-02-22,HM36,35.6
2025-02-22,HM36,41.6
2025-02-22,HM36,39.1
2025-02-22,HM36,37.7
2025-02-22,HM36,36.4
2025-02-22,HM43,33.7
2025-02-22,HM43,36.9
2025-02-22,HM43,32.8
2025-02-22,HM43,31.6
2025-02-22,HM47,37.8
2025-02-22,HM47,37.6
2025-02-22,HM47,36.1
2025-02-22,HM47,38.5
2025-02-22,HM47,38.7
2025-02-22,HM47,39.2
2025-02-22,HM47,34.3
2025-02-22,HM50,34.8
2025-02-22,HM50,34.6
2025-02-22,HM56,35.1
2025-02-22,HM56,32.3
2025-02-22,HM56,34.9
2025-02-22,HM56,36.4
2025-02-22,HM56,36.2
2025-02-22,HM56,34.4
2025-02-22,HM56,34.5
2025-02-22,HM56,31.8
2025-02-23,HM01,36.7
2025-02-23,HM01,34.7
2025-02-23,HM12,33.9
2025-02-23,HM12,37.4
2025-02-23,HM12,37.5
2025-02-23,HM12,37.1
2025-02-23,HM12,37.2
2025-02-23,HM12,36.7
2025-02-23,HM12,35.9
2025-02-23,HM12,38.5
2025-02-23,HM12,36.5
2025-02-23,HM12,35.5
2025-02-23,HM12,37.1
2025-02-23,HM13,40.6
2025-02-23,HM13,38.4
2025-02-23,HM13,35.8
2025-02-23,HM14,37.3
2025-02-23,HM14,36.0
2025-02-23,HM16,33.8
2025-02-23,HM16,35.0
2025-02-23,HM16,34.8
2025-02-23,HM16,37.2
2025-02-23,HM16,36.2
2025-02-23,HM16,34.9
2025-02-23,HM16,32.9
2025-02-23,HM16,34.9
2025-02-23,HM20,30.6
2025-02-23,HM20,29.1
2025-02-23,HM25,43.2
2025-02-23,HM43,40.0
2025-02-23,HM43,37.5
2025-02-23,HM43,32.6
2025-02-23,HM43,38.1
2025-02-23,HM43,36.9
2025-02-23,HM43,34.8
2025-02-23,HM43,32.8
2025-02-23,HM43,36.0
2025-02-23,HM43,34.9
2025-02-23,HM43,38.1
2025-02-23,HM43,36.8
2025-02-23,HM47,38.7
2025-02-23,HM50,42.3
2025-02-23,HM50,40.4
2025-02-23,HM56,33.4
2025-02-23,HM56,35.6
2025-02-23,HM56,34.1
2025-02-24,HM01,44.9
2025-02-24,HM12,37.2
2025-02-24,HM12,37.9
2025-02-24,HM12,35.6
2025-02-24,HM12,35.1
2025-02-24,HM13,37.6
2025-02-24,HM13,38.6
2025-02-24,HM13,37.2
2025-02-24,HM13,36.9
2025-02-24,HM13,40.0
2025-02-24,HM14,35.4
2025-02-24,HM14,35.2
2025-02-24,HM14,34.2
2025-02-24,HM16,32.2
2025-02-24,HM16,35.6
2025-02-24,HM20,37.7
2025-02-24,HM20,38.3
2025-02-24,HM20,36.7
2025-02-24,HM25,29.8
2025-02-24,HM25,32.9
2025-02-24,HM30,37.8
2025-02-24,HM30,38.6
2025-02-24,HM36,35.0
2025-02-24,HM36,34.2
2025-02-24,HM36,33.2
2025-02-24,HM36,31.8
2025-02-24,HM36,31.3
2025-02-24,HM36,32.8
2025-02-24,HM43,33.4
2025-02-24,HM43,34.5
2025-02-24,HM50,41.0
2025-02-24,HM50,44.3
2025-02-24,HM56,39.4
2025-02-24,HM56,44.9
2025-02-25,HM01,38.2
2025-02-25,HM01,39.4
2025-02-25,HM01,37.3
2025-02-25,HM12,36.6
2025-02-25,HM12,37.2
2025-02-25,HM12,36.8
2025-02-25,HM12,36.9
2025-02-25,HM13,39.6
2025-02-25,HM13,33.5
2025-02-25,HM14,31.5
2025-02-25,HM14,36.5
2025-02-25,HM14,31.8
2025-02-25,HM14,34.0
2025-02-25,HM14,33.2
2025-02-25,HM14,29.7
2025-02-25,HM14,37.3
2025-02-25,HM14,36.9
2025-02-25,HM14,31.9
2025-02-25,HM14,34.7
2025-02-25,HM14,31.5
2025-02-25,HM14,34.5
2025-02-25,HM16,34.1
2025-02-25,HM16,35.8
2025-02-25,HM16,33.9
2025-02-25,HM16,35.1
2025-02-25,HM16,33.3
2025-02-25,HM16,34.0
2025-02-25,HM16,32.4
2025-02-25,HM16,35.9
2025-02-25,HM16,36.0
2025-02-25,HM16,31.2
2025-02-25,HM16,32.7
2025-02-25,HM16,35.2
2025-02-25,HM20,37.0
2025-02-25,HM20,32.4
2025-02-25,HM25,41.9
2025-02-25,HM25,40.6
2025-02-25,HM30,31.3
2025-02-25,HM30,31.4
2025-02-25,HM36,15.8
2025-02-25,HM43,30.8
2025-02-25,HM43,32.4
2025-02-25,HM47,25.3
2025-02-25,HM47,25.1
2025-02-25,HM50,35.5
2025-02-25,HM50,38.3
2025-02-25,HM50,33.8
2025-02-25,HM50,34.0
2025-02-25,HM56,37.7
2025-02-25,HM56,36.6
2025-02-25,HM56,33.8
2025-02-25,HM56,38.4
2025-02-25,HM56,38.7
2025-02-25,HM56,38.5
2025-02-25,HM56,36.9
2025-02-25,HM56,37.3
2025-02-26,HM01,38.0
2025-02-26,HM01,37.1
2025-02-26,HM12,33.0
2025-02-26,HM12,32.7
2025-02-26,HM12,33.9
2025-02-26,HM13,30.7
2025-02-26,HM13,34.3
2025-02-26,HM13,37.2
2025-02-26,HM13,35.9
2025-02-26,HM14,34.1
2025-02-26,HM14,37.1
2025-02-26,HM14,35.3
2025-02-26,HM14,34.7
2025-02-26,HM16,33.8
2025-02-26,HM16,33.7
2025-02-26,HM16,37.5
2025-02-26,HM16,33.9
2025-02-26,HM16,32.0
2025-02-26,HM16,39.9
2025-02-26,HM16,35.4
2025-02-26,HM20,31.8
2025-02-26,HM25,37.8
2025-02-26,HM25,35.1
2025-02-26,HM25,35.4
2025-02-26,HM25,35.3
2025-02-26,HM25,34.2
2025-02-26,HM25,32.9
2025-02-26,HM25,34.1
2025-02-26,HM25,36.1
2025-02-26,HM25,36.5
2025-02-26,HM25,35.3
2025-02-26,HM25,31.1
2025-02-26,HM25,32.9
2025-02-26,HM30,35.3
2025-02-26,HM30,31.9
2025-02-26,HM30,34.2
2025-02-26,HM36,45.9
2025-02-26,HM43,28.6
2025-02-26,HM43,29.8
2025-02-26,HM43,30.9
2025-02-26,HM47,29.0
2025-02-26,HM50,41.6
2025-02-26,HM56,30.4
2025-02-26,HM56,34.6
2025-02-26,HM56,29.8
2025-02-27,HM01,35.3
2025-02-27,HM01,33.4
2025-02-27,HM12,18.8
2025-02-27,HM13,51.4
2025-02-27,HM14,39.8
2025-02-27,HM16,44.1
2025-02-27,HM16,43.1
2025-02-27,HM20,33.2
2025-02-27,HM20,37.8
2025-02-27,HM20,37.0
2025-02-27,HM20,34.3
2025-02-27,HM20,36.1
2025-02-27,HM20,37.5
2025-02-27,HM25,34.3
2025-02-27,HM30,36.0
2025-02-27,HM30,35.0
2025-02-27,HM30,34.8
2025-02-27,HM30,33.5
2025-02-27,HM30,35.3
2025-02-27,HM30,35.4
2025-02-27,HM30,38.5
2025-02-27,HM36,31.9
2025-02-27,HM36,32.9
2025-02-27,HM36,35.0
2025-02-27,HM36,36.4
2025-02-27,HM36,32.9
2025-02-27,HM43,36.6
2025-02-27,HM43,40.6
2025-02-27,HM43,37.6
2025-02-27,HM43,39.3
2025-02-27,HM43,35.5
2025-02-27,HM47,30.4
2025-02-27,HM50,29.0
2025-02-27,HM56,42.3
2025-02-28,HM01,34.3
2025-02-28,HM01,37.4
2025-02-28,HM01,32.8
2025-02-28,HM01,36.2
2025-02-28,HM01,35.5
2025-02-28,HM01,33.4
2025-02-28,HM01,35.5
2025-02-28,HM12,38.5
2025-02-28,HM12,36.7
2025-02-28,HM12,41.9
2025-02-28,HM13,35.3
2025-02-28,HM13,33.6
2025-02-28,HM13,32.5
2025-02-28,HM13,33.7
2025-02-28,HM13,31.4
2025-02-28,HM13,32.8
2025-02-28,HM13,34.6
2025-02-28,HM13,33.1
2025-02-28,HM13,33.1
2025-02-28,HM13,31.4
2025-02-28,HM14,34.8
2025-02-28,HM14,31.2
2025-02-28,HM14,30.2
2025-02-28,HM14,31.3
2025-02-28,HM14,31.2
2025-02-28,HM16,38.5
2025-02-28,HM16,36.7
2025-02-28,HM20,27.8
2025-02-28,HM20,30.5
2025-02-28,HM25,42.4
2025-02-28,HM25,34.2
2025-02-28,HM25,36.1
2025-02-28,HM25,36.6
2025-02-28,HM25,37.7
2025-02-28,HM25,35.8
2025-02-28,HM25,37.3
2025-02-28,HM25,35.6
2025-02-28,HM30,49.7
2025-02-28,HM30,44.4
2025-02-28,HM36,33.5
2025-02-28,HM36,35.6
2025-02-28,HM36,33.8
2025-02-28,HM36,33.3
2025-02-28,HM36,35.0
2025-02-28,HM36,34.9
2025-02-28,HM43,29.8
2025-02-28,HM43,32.0
2025-02-28,HM43,34.6
2025-02-28,HM43,31.2
2025-02-28,HM47,32.1
2025-02-28,HM47,35.8
2025-02-28,HM47,37.8
2025-02-28,HM47,35.9
2025-02-28,HM56,24.2
2025-03-01,HM01,36.2
2025-03-01,HM12,40.7
2025-03-01,HM12,39.7
2025-03-01,HM12,37.4
2025-03-01,HM12,37.7
2025-03-01,HM12,37.3
2025-03-01,HM12,39.9
2025-03-01,HM13,28.9
2025-03-01,HM13,28.1
2025-03-01,HM14,36.6
2025-03-01,HM14,33.8
2025-03-01,HM14,35.0
2025-03-01,HM14,33.4
2025-03-01,HM14,34.9
2025-03-01,HM16,34.7
2025-03-01,HM16,30.8
2025-03-01,HM16,31.7
2025-03-01,HM16,35.8
2025-03-01,HM16,32.5
2025-03-01,HM16,34.2
2025-03-01,HM16,30.4
2025-03-01,HM16,35.1
2025-03-01,HM16,36.0
2025-03-01,HM16,33.9
2025-03-01,HM16,31.7
2025-03-01,HM16,36.2
2025-03-01,HM20,41.9
2025-03-01,HM20,41.3
2025-03-01,HM20,40.0
2025-03-01,HM20,37.6
2025-03-01,HM25,41.8
2025-03-01,HM30,43.7
2025-03-01,HM36,40.0
2025-03-01,HM43,32.1
2025-03-01,HM43,33.8
2025-03-01,HM43,33.0
2025-03-01,HM43,34.5
2025-03-01,HM43,28.2
2025-03-01,HM47,24.7
2025-03-01,HM56,29.6
2025-03-01,HM56,28.1
2025-03-02,HM01,30.4
2025-03-02,HM01,34.1
2025-03-02,HM01,31.1
2025-03-02,HM01,28.4
