date,line,hours_down,code
2025-04-03,HM56,1.08,MATERIAL
2025-04-04,HM01,0.648,ELEC
2025-04-04,HM12,1.603,MECH
2025-04-04,HM13,1.084,PLANNED_PM
2025-04-04,HM14,0.405,PLANNED_PM
2025-04-04,HM16,1.07,ELEC
2025-04-04,HM20,0.443,MECH
2025-04-04,HM25,4.456,MECH
2025-04-04,HM30,1.054,ELEC
2025-04-04,HM36,3.299,MATERIAL
2025-04-04,HM43,1.263,PLANNED_PM
2025-04-04,HM47,0.874,MATERIAL
2025-04-04,HM50,2.036,ELEC
2025-04-04,HM56,1.833,PLANNED_PM
2025-04-05,HM01,0.429,PLANNED_PM
2025-04-05,HM12,0.72,OPERATOR
2025-04-05,HM13,0.746,PLANNED_PM
2025-04-05,HM14,0.86,OPERATOR
2025-04-05,HM16,0.494,MATERIAL
2025-04-05,HM20,1.402,ELEC
2025-04-05,HM25,0.552,ELEC
2025-04-05,HM30,1.082,MECH
2025-04-05,HM36,1.452,MECH
2025-04-05,HM43,5.828,MATERIAL
2025-04-05,HM47,0.219,PLANNED_PM
2025-04-05,HM50,0.451,MATERIAL
2025-04-05,HM56,0.881,PLANNED_PM
2025-04-06,HM01,1.305,MECH
2025-04-06,HM12,0.354,ELEC
2025-04-06,HM13,0.898,PLANNED_PM
2025-04-06,HM14,1.392,ELEC
2025-04-06,HM16,1.77,MATERIAL
2025-04-06,HM20,0.709,PLANNED_PM
2025-04-06,HM25,1.286,MATERIAL
2025-04-06,HM30,4.96,ELEC
2025-04-06,HM36,0.421,MECH
2025-04-06,HM43,1.705,ELEC
2025-04-06,HM47,1.095,MATERIAL
2025-04-06,HM50,0.741,PLANNED_PM
2025-04-06,HM56,1.159,MECH
2025-04-07,HM01,2.511,ELEC
2025-04-07,HM12,1.45,PLANNED_PM
2025-04-07,HM13,0.639,MECH
2025-04-07,HM14,0.46,MATERIAL
2025-04-07,HM16,0.508,MECH
2025-04-07,HM20,2.017,OPERATOR
2025-04-07,HM25,4.401,PLANNED_PM
2025-04-07,HM30,0.684,PLANNED_PM
2025-04-07,HM36,1.363,PLANNED_PM
2025-04-07,HM43,0.891,PLANNED_PM
2025-04-07,HM47,0.766,MATERIAL
2025-04-07,HM50,0.71,PLANNED_PM
2025-04-07,HM56,1.166,ELEC
2025-04-08,HM01,0.704,PLANNED_PM
2025-04-08,HM12,0.351,ELEC
2025-04-08,HM13,1.366,ELEC
2025-04-08,HM14,2.238,OPERATOR
2025-04-08,HM16,1.807,OPERATOR
2025-04-08,HM20,0.384,PLANNED_PM
2025-04-08,HM25,5.953,ELEC
2025-04-08,HM30,1.035,ELEC
2025-04-08,HM36,0.813,PLANNED_PM
2025-04-08,HM43,5.063,MECH
2025-04-08,HM47,1.561,MECH
2025-04-08,HM50,7.467,OPERATOR
2025-04-08,HM56,0.433,MECH
2025-04-09,HM01,0.707,PLANNED_PM
2025-04-09,HM12,0.753,OPERATOR
2025-04-09,HM13,0.715,MATERIAL
2025-04-09,HM14,0.964,PLANNED_PM
2025-04-09,HM16,1.195,MECH
2025-04-09,HM20,0.664,ELEC
2025-04-09,HM25,0.843,OPERATOR
2025-04-09,HM30,1.212,MATERIAL
2025-04-09,HM36,0.621,PLANNED_PM
2025-04-09,HM43,0.724,PLANNED_PM
2025-04-09,HM47,0.784,MATERIAL
2025-04-09,HM50,0.597,OPERATOR
2025-04-09,HM56,2.024,PLANNED_PM
2025-04-10,HM01,1.277,PLANNED_PM
2025-04-10,HM12,2.456,ELEC
2025-04-10,HM13,1.694,ELEC
2025-04-10,HM14,0.735,MECH
2025-04-10,HM16,0.497,MECH
2025-04-10,HM20,0.556,ELEC
2025-04-10,HM25,0.488,OPERATOR
2025-04-10,HM30,0.475,ELEC
2025-04-10,HM36,1.585,MECH
2025-04-10,HM43,1.029,ELEC
2025-04-10,HM47,1.037,PLANNED_PM
2025-04-10,HM50,0.701,MECH
2025-04-10,HM56,5.15,OPERATOR
2025-04-11,HM01,0.82,MATERIAL
2025-04-11,HM12,0.368,ELEC
2025-04-11,HM13,1.2,OPERATOR
2025-04-11,HM14,0.212,ELEC
2025-04-11,HM16,0.353,PLANNED_PM
2025-04-11,HM20,0.612,OPERATOR
2025-04-11,HM25,0.616,OPERATOR
2025-04-11,HM30,0.584,OPERATOR
2025-04-11,HM36,0.901,ELEC
2025-04-11,HM43,0.991,PLANNED_PM
2025-04-11,HM47,0.808,ELEC
2025-04-11,HM50,0.264,MECH
2025-04-11,HM56,0.779,MATERIAL
2025-04-12,HM01,0.8,ELEC
2025-04-12,HM12,0.671,MATERIAL
2025-04-12,HM13,1.94,PLANNED_PM
2025-04-12,HM14,0.508,MECH
2025-04-12,HM16,0.62,MATERIAL
2025-04-12,HM20,0.525,ELEC
2025-04-12,HM25,0.397,MATERIAL
2025-04-12,HM30,1.419,OPERATOR
2025-04-12,HM36,0.715,OPERATOR
2025-04-12,HM43,0.888,OPERATOR
2025-04-12,HM47,0.824,MECH
2025-04-12,HM50,0.664,MECH
2025-04-12,HM56,0.439,PLANNED_PM
2025-04-13,HM01,0.899,PLANNED_PM
2025-04-13,HM12,0.526,MECH
2025-04-13,HM13,1.643,MECH
2025-04-13,HM14,1.285,OPERATOR
2025-04-13,HM16,1.711,PLANNED_PM
2025-04-13,HM20,1.23,MATERIAL
2025-04-13,HM25,1.492,PLANNED_PM
2025-04-13,HM30,1.413,MATERIAL
2025-04-13,HM36,1.003,MATERIAL
2025-04-13,HM43,1.21,ELEC
2025-04-13,HM47,1.801,PLANNED_PM
2025-04-13,HM50,1.095,OPERATOR
2025-04-13,HM56,0.529,MECH
2025-04-14,HM01,6.414,OPERATOR
2025-04-14,HM12,3.166,OPERATOR
2025-04-14,HM13,1.7,MECH
2025-04-14,HM14,2.525,OPERATOR
2025-04-14,HM16,0.987,OPERATOR
2025-04-14,HM20,0.805,MECH
2025-04-14,HM25,0.631,PLANNED_PM
2025-04-14,HM30,3.521,ELEC
2025-04-14,HM36,1.358,ELEC
2025-04-14,HM43,5.771,MECH
2025-04-14,HM47,0.405,OPERATOR
2025-04-14,HM50,1.384,OPERATOR
2025-04-14,HM56,0.96,ELEC
2025-04-15,HM01,1.499,PLANNED_PM
2025-04-15,HM12,0.627,MECH
2025-04-15,HM13,1.364,ELEC
2025-04-15,HM14,0.882,OPERATOR
2025-04-15,HM16,0.543,PLANNED_PM
2025-04-15,HM20,5.326,MATERIAL
2025-04-15,HM25,0.374,MECH
2025-04-15,HM30,2.296,ELEC
2025-04-15,HM36,0.401,ELEC
2025-04-15,HM43,1.964,OPERATOR
2025-04-15,HM47,0.352,ELEC
2025-04-15,HM50,2.84,ELEC
2025-04-15,HM56,0.811,MECH
2025-04-16,HM01,0.237,ELEC
2025-04-16,HM12,0.835,MECH
2025-04-16,HM13,1.198,ELEC
2025-04-16,HM14,0.743,ELEC
2025-04-16,HM16,0.643,MATERIAL
2025-04-16,HM20,0.468,MECH
2025-04-16,HM25,0.824,ELEC
2025-04-16,HM30,0.442,ELEC
2025-04-16,HM36,0.349,ELEC
2025-04-16,HM43,1.348,ELEC
2025-04-16,HM47,3.889,ELEC
2025-04-16,HM50,0.395,MECH
2025-04-16,HM56,0.909,MECH
2025-04-17,HM01,1.446,ELEC
2025-04-17,HM12,0.971,OPERATOR
2025-04-17,HM13,0.423,MECH
2025-04-17,HM14,0.384,PLANNED_PM
2025-04-17,HM16,0.55,ELEC
2025-04-17,HM20,1.178,OPERATOR
2025-04-17,HM25,0.644,PLANNED_PM
2025-04-17,HM30,0.857,MATERIAL
2025-04-17,HM36,0.462,ELEC
2025-04-17,HM43,0.854,ELEC
2025-04-17,HM47,2.261,MATERIAL
2025-04-17,HM50,0.391,MECH
2025-04-17,HM56,0.805,MATERIAL
2025-04-18,HM01,1.068,ELEC
2025-04-18,HM12,0.669,MATERIAL
2025-04-18,HM13,0.754,OPERATOR
2025-04-18,HM14,1.12,ELEC
2025-04-18,HM16,0.992,PLANNED_PM
2025-04-18,HM20,1.0,OPERATOR
2025-04-18,HM25,0.311,ELEC
2025-04-18,HM30,0.315,MATERIAL
2025-04-18,HM36,0.505,OPERATOR
2025-04-18,HM43,1.699,MATERIAL
2025-04-18,HM47,0.778,PLANNED_PM
2025-04-18,HM50,0.656,ELEC
2025-04-18,HM56,2.666,MECH
2025-04-19,HM01,2.307,MATERIAL
2025-04-19,HM12,0.736,PLANNED_PM
2025-04-19,HM13,1.398,ELEC
2025-04-19,HM14,0.631,MECH
2025-04-19,HM16,0.857,MECH
2025-04-19,HM20,4.11,MECH
2025-04-19,HM25,0.6,MECH
2025-04-19,HM30,1.543,MATERIAL
2025-04-19,HM36,0.435,MATERIAL
2025-04-19,HM43,1.025,PLANNED_PM
2025-04-19,HM47,0.517,ELEC
2025-04-19,HM50,0.822,MECH
2025-04-19,HM56,0.393,PLANNED_PM
2025-04-20,HM01,1.404,OPERATOR
2025-04-20,HM12,1.359,MATERIAL
2025-04-20,HM13,1.583,OPERATOR
2025-04-20,HM14,2.174,ELEC
2025-04-20,HM16,1.138,ELEC
2025-04-20,HM20,0.364,MATERIAL
2025-04-20,HM25,0.483,MATERIAL
2025-04-20,HM30,0.318,MECH
2025-04-20,HM36,0.299,MATERIAL
2025-04-20,HM43,0.434,PLANNED_PM
2025-04-20,HM47,0.525,PLANNED_PM
2025-04-20,HM50,0.495,PLANNED_PM
2025-04-20,HM56,0.781,OPERATOR
2025-04-21,HM01,1.004,OPERATOR
2025-04-21,HM12,0.701,OPERATOR
2025-04-21,HM13,0.336,PLANNED_PM
2025-04-21,HM14,1.021,OPERATOR
2025-04-21,HM16,1.006,ELEC
2025-04-21,HM20,1.109,MECH
2025-04-21,HM25,0.905,OPERATOR
2025-04-21,HM30,0.646,MATERIAL
2025-04-21,HM36,0.471,ELEC
2025-04-21,HM43,2.232,ELEC
2025-04-21,HM47,7.009,MATERIAL
2025-04-21,HM50,1.343,MATERIAL
2025-04-21,HM56,0.454,MECH
2025-04-22,HM01,1.123,MATERIAL
2025-04-22,HM12,0.964,MATERIAL
2025-04-22,HM13,0.337,PLANNED_PM
2025-04-22,HM14,0.474,PLANNED_PM
2025-04-22,HM16,0.603,MATERIAL
2025-04-22,HM20,1.13,PLANNED_PM
2025-04-22,HM25,6.62,MECH
2025-04-22,HM30,1.4,PLANNED_PM
2025-04-22,HM36,0.596,OPERATOR
2025-04-22,HM43,0.948,OPERATOR
2025-04-22,HM47,0.725,MATERIAL
2025-04-22,HM50,6.584,MATERIAL
2025-04-22,HM56,0.459,OPERATOR
2025-04-23,HM01,0.685,ELEC
2025-04-23,HM12,6.608,MATERIAL
2025-04-23,HM13,0.464,MATERIAL
2025-04-23,HM14,4.321,MECH
2025-04-23,HM16,1.013,MECH
2025-04-23,HM20,1.192,ELEC
2025-04-23,HM25,0.63,OPERATOR
2025-04-23,HM30,0.729,PLANNED_PM
2025-04-23,HM36,4.884,MATERIAL
2025-04-23,HM43,0.609,MATERIAL
2025-04-23,HM47,0.731,PLANNED_PM
2025-04-23,HM50,0.5,PLANNED_PM
2025-04-23,HM56,1.271,ELEC
2025-04-24,HM01,1.089,PLANNED_PM
2025-04-24,HM12,1.065,OPERATOR
2025-04-24,HM13,0.997,OPERATOR
2025-04-24,HM14,0.782,ELEC
2025-04-24,HM16,0.756,OPERATOR
2025-04-24,HM20,0.376,ELEC
2025-04-24,HM25,0.814,MECH
2025-04-24,HM30,0.631,ELEC
2025-04-24,HM36,1.58,PLANNED_PM
2025-04-24,HM43,0.726,MECH
2025-04-24,HM47,2.014,MATERIAL
2025-04-24,HM50,0.779,MATERIAL
2025-04-24,HM56,0.994,MECH
2025-04-25,HM01,0.811,MECH
2025-04-25,HM12,1.347,MATERIAL
2025-04-25,HM13,0.785,OPERATOR
2025-04-25,HM14,1.692,MATERIAL
2025-04-25,HM16,0.807,OPERATOR
2025-04-25,HM20,0.849,MATERIAL
2025-04-25,HM25,0.793,MATERIAL
2025-04-25,HM30,1.245,PLANNED_PM
2025-04-25,HM36,0.357,ELEC
2025-04-25,HM43,1.387,OPERATOR
2025-04-25,HM47,0.498,PLANNED_PM
2025-04-25,HM50,0.315,MECH
2025-04-25,HM56,0.735,MECH
2025-04-26,HM01,0.637,MATERIAL
2025-04-26,HM12,0.675,OPERATOR
2025-04-26,HM13,0.87,PLANNED_PM
2025-04-26,HM14,0.469,ELEC
2025-04-26,HM16,4.243,PLANNED_PM
2025-04-26,HM20,0.347,OPERATOR
2025-04-26,HM25,0.527,OPERATOR
2025-04-26,HM30,0.785,MATERIAL
2025-04-26,HM36,0.411,ELEC
2025-04-26,HM43,0.588,PLANNED_PM
2025-04-26,HM47,0.579,PLANNED_PM
2025-04-26,HM50,1.097,MATERIAL
2025-04-26,HM56,0.321,ELEC
2025-04-27,HM01,1.158,OPERATOR
2025-04-27,HM12,0.508,PLANNED_PM
2025-04-27,HM13,0.522,MECH
2025-04-27,HM14,0.424,PLANNED_PM
2025-04-27,HM16,0.6,OPERATOR
2025-04-27,HM20,1.788,MECH
2025-04-27,HM25,0.873,PLANNED_PM
2025-04-27,HM30,3.72,MECH
2025-04-27,HM36,6.255,MECH
2025-04-27,HM43,1.168,MATERIAL
2025-04-27,HM47,0.331,ELEC
2025-04-27,HM50,0.463,MECH
2025-04-27,HM56,4.821,MATERIAL
2025-04-28,HM01,4.845,MATERIAL
2025-04-28,HM12,0.903,PLANNED_PM
2025-04-28,HM13,1.081,MATERIAL
2025-04-28,HM14,1.049,MECH
2025-04-28,HM16,1.3,MATERIAL
2025-04-28,HM20,1.62,OPERATOR
2025-04-28,HM25,0.408,OPERATOR
2025-04-28,HM30,0.374,PLANNED_PM
2025-04-28,HM36,5.546,PLANNED_PM
2025-04-28,HM43,0.397,ELEC
2025-04-28,HM47,0.764,MATERIAL
2025-04-28,HM50,0.882,OPERATOR
2025-04-28,HM56,0.457,ELEC
2025-04-29,HM01,0.565,ELEC
2025-04-29,HM12,1.128,ELEC
2025-04-29,HM13,1.116,ELEC
2025-04-29,HM14,0.508,MATERIAL
2025-04-29,HM16,0.499,ELEC
2025-04-29,HM20,0.489,ELEC
2025-04-29,HM25,0.93,MATERIAL
2025-04-29,HM30,1.94,OPERATOR
2025-04-29,HM36,1.007,MATERIAL
2025-04-29,HM43,0.944,OPERATOR
2025-04-29,HM47,0.339,OPERATOR
2025-04-29,HM50,0.496,MECH
2025-04-29,HM56,1.234,OPERATOR
2025-04-30,HM01,0.586,MATERIAL
2025-04-30,HM12,1.62,MATERIAL
2025-04-30,HM13,1.303,MECH
2025-04-30,HM14,0.948,PLANNED_PM
2025-04-30,HM16,0.435,ELEC
2025-04-30,HM20,0.63,MECH
2025-04-30,HM25,3.837,ELEC
2025-04-30,HM30,0.44,PLANNED_PM
2025-04-30,HM36,0.589,MATERIAL
2025-04-30,HM43,0.986,ELEC
2025-04-30,HM47,0.901,MECH
2025-04-30,HM50,0.804,MATERIAL
2025-04-30,HM56,0.762,MATERIAL
2025-05-01,HM01,1.154,OPERATOR
2025-05-01,HM12,1.486,MATERIAL
2025-05-01,HM13,2.08,MATERIAL
2025-05-01,HM14,0.549,MATERIAL
2025-05-01,HM16,0.841,PLANNED_PM
2025-05-01,HM20,0.451,OPERATOR
2025-05-01,HM25,0.592,OPERATOR
2025-05-01,HM30,1.889,PLANNED_PM
2025-05-01,HM36,0.476,OPERATOR
2025-05-01,HM43,1.063,PLANNED_PM
2025-05-01,HM47,0.832,PLANNED_PM
2025-05-01,HM50,1.07,PLANNED_PM
2025-05-01,HM56,6.842,OPERATOR
2025-05-02,HM01,2.057,MECH
2025-05-02,HM12,0.876,MATERIAL
2025-05-02,HM13,0.695,OPERATOR
2025-05-02,HM14,0.419,ELEC
2025-05-02,HM16,0.691,MECH
2025-05-02,HM20,1.266,MATERIAL
2025-05-02,HM25,0.95,MECH
2025-05-02,HM30,0.971,MATERIAL
2025-05-02,HM36,1.085,ELEC
2025-05-02,HM43,1.495,OPERATOR
2025-05-02,HM47,1.507,MATERIAL
2025-05-02,HM50,1.313,MATERIAL
2025-05-02,HM56,0.753,MATERIAL
2025-05-03,HM01,0.663,ELEC
2025-05-03,HM12,0.78,ELEC
2025-05-03,HM13,2.948,PLANNED_PM
2025-05-03,HM14,1.454,PLANNED_PM
2025-05-03,HM16,2.334,OPERATOR
2025-05-03,HM20,0.962,MECH
2025-05-03,HM25,5.107,MATERIAL
2025-05-03,HM30,0.982,ELEC
2025-05-03,HM36,1.224,PLANNED_PM
2025-05-03,HM43,0.424,PLANNED_PM
2025-05-03,HM47,0.375,MATERIAL
2025-05-03,HM50,0.293,OPERATOR
2025-05-03,HM56,1.073,MATERIAL
2025-05-04,HM01,0.42,PLANNED_PM
2025-05-04,HM12,0.747,OPERATOR
2025-05-04,HM13,2.299,MECH
2025-05-04,HM14,0.553,ELEC
2025-05-04,HM16,0.599,OPERATOR
2025-05-04,HM20,0.387,MATERIAL
2025-05-04,HM25,0.968,OPERATOR
2025-05-04,HM30,1.043,MECH
2025-05-04,HM36,0.582,MATERIAL
2025-05-04,HM43,1.014,MATERIAL
2025-05-04,HM47,6.277,ELEC
2025-05-04,HM50,0.538,MATERIAL
2025-05-04,HM56,1.898,MATERIAL
2025-05-05,HM01,1.427,MECH
2025-05-05,HM12,0.975,ELEC
2025-05-05,HM13,0.905,MECH
2025-05-05,HM14,0.901,OPERATOR
2025-05-05,HM16,3.0,MATERIAL
2025-05-05,HM20,0.624,OPERATOR
2025-05-05,HM25,0.858,MECH
2025-05-05,HM30,0.703,MATERIAL
2025-05-05,HM36,0.592,PLANNED_PM
2025-05-05,HM43,6.741,PLANNED_PM
2025-05-05,HM47,0.857,OPERATOR
2025-05-05,HM50,0.749,ELEC
2025-05-05,HM56,0.935,OPERATOR
2025-05-06,HM01,1.405,MECH
2025-05-06,HM12,0.948,MECH
2025-05-06,HM13,1.094,ELEC
2025-05-06,HM14,0.405,MECH
2025-05-06,HM16,1.198,MECH
2025-05-06,HM20,1.062,OPERATOR
2025-05-06,HM25,0.586,MATERIAL
2025-05-06,HM30,0.602,OPERATOR
2025-05-06,HM36,0.337,PLANNED_PM
2025-05-06,HM43,2.756,PLANNED_PM
2025-05-06,HM47,3.938,ELEC
2025-05-06,HM50,0.396,ELEC
2025-05-06,HM56,0.848,OPERATOR
2025-05-07,HM01,2.797,MATERIAL
2025-05-07,HM12,1.689,OPERATOR
2025-05-07,HM13,1.302,MECH
2025-05-07,HM14,0.435,MECH
2025-05-07,HM16,0.533,MECH
2025-05-07,HM20,0.653,PLANNED_PM
2025-05-07,HM25,0.427,PLANNED_PM
2025-05-07,HM30,0.691,MATERIAL
2025-05-07,HM36,0.615,ELEC
2025-05-07,HM43,0.822,PLANNED_PM
2025-05-07,HM47,1.571,PLANNED_PM
2025-05-07,HM50,1.444,PLANNED_PM
2025-05-07,HM56,0.388,OPERATOR
2025-05-08,HM01,1.232,MATERIAL
2025-05-08,HM12,1.512,MATERIAL
2025-05-08,HM13,1.142,OPERATOR
2025-05-08,HM14,1.148,PLANNED_PM
2025-05-08,HM16,0.866,OPERATOR
2025-05-08,HM20,0.574,MECH
2025-05-08,HM25,6.425,PLANNED_PM
2025-05-08,HM30,1.841,PLANNED_PM
2025-05-08,HM36,0.796,MATERIAL
2025-05-08,HM43,0.689,OPERATOR
2025-05-08,HM47,1.042,MATERIAL
2025-05-08,HM50,2.9,MECH
2025-05-08,HM56,1.672,OPERATOR
2025-05-09,HM01,0.692,OPERATOR
2025-05-09,HM12,2.521,MATERIAL
2025-05-09,HM13,1.098,MECH
2025-05-09,HM14,1.059,PLANNED_PM
2025-05-09,HM16,1.379,OPERATOR
2025-05-09,HM20,0.62,MATERIAL
2025-05-09,HM25,1.306,MECH
2025-05-09,HM30,0.829,MECH
2025-05-09,HM36,0.222,ELEC
2025-05-09,HM43,4.972,ELEC
2025-05-09,HM47,0.645,OPERATOR
2025-05-09,HM50,0.484,ELEC
2025-05-09,HM56,0.266,MATERIAL
2025-05-10,HM01,0.951,ELEC
2025-05-10,HM12,0.523,OPERATOR
2025-05-10,HM13,0.757,ELEC
2025-05-10,HM14,1.154,MATERIAL
2025-05-10,HM16,0.857,OPERATOR
2025-05-10,HM20,1.564,PLANNED_PM
2025-05-10,HM25,1.264,OPERATOR
2025-05-10,HM30,0.512,ELEC
2025-05-10,HM36,1.402,MATERIAL
2025-05-10,HM43,0.289,MATERIAL
2025-05-10,HM47,0.454,MECH
2025-05-10,HM50,0.867,PLANNED_PM
2025-05-10,HM56,0.693,ELEC
2025-05-11,HM01,1.088,PLANNED_PM
2025-05-11,HM12,1.019,MECH
2025-05-11,HM13,1.683,ELEC
2025-05-11,HM14,0.74,OPERATOR
2025-05-11,HM16,0.549,PLANNED_PM
2025-05-11,HM20,0.639,MATERIAL
2025-05-11,HM25,0.941,MECH
2025-05-11,HM30,6.788,OPERATOR
2025-05-11,HM36,1.458,PLANNED_PM
2025-05-11,HM43,1.211,OPERATOR
2025-05-11,HM47,1.544,ELEC
2025-05-11,HM50,0.797,ELEC
2025-05-11,HM56,0.86,ELEC
2025-05-12,HM01,0.79,OPERATOR
2025-05-12,HM12,1.0,ELEC
2025-05-12,HM13,0.919,ELEC
2025-05-12,HM14,3.941,OPERATOR
2025-05-12,HM16,0.613,ELEC
2025-05-12,HM20,2.224,MATERIAL
2025-05-12,HM25,2.11,PLANNED_PM
2025-05-12,HM30,2.556,PLANNED_PM
2025-05-12,HM36,1.05,ELEC
2025-05-12,HM43,0.325,MATERIAL
2025-05-12,HM47,1.134,PLANNED_PM
2025-05-12,HM50,0.661,MATERIAL
2025-05-12,HM56,2.288,MECH
2025-05-13,HM01,0.226,ELEC
2025-05-13,HM12,0.784,MATERIAL
2025-05-13,HM13,1.476,MECH
2025-05-13,HM14,1.344,PLANNED_PM
2025-05-13,HM16,0.536,OPERATOR
2025-05-13,HM20,0.988,ELEC
2025-05-13,HM25,0.381,ELEC
2025-05-13,HM30,1.196,PLANNED_PM
2025-05-13,HM36,0.901,PLANNED_PM
2025-05-13,HM43,0.976,ELEC
2025-05-13,HM47,1.678,MECH
2025-05-13,HM50,0.653,OPERATOR
2025-05-13,HM56,0.619,MECH
2025-05-14,HM01,0.822,MECH
2025-05-14,HM12,0.427,MATERIAL
2025-05-14,HM13,1.605,MATERIAL
2025-05-14,HM14,1.88,OPERATOR
2025-05-14,HM16,0.573,ELEC
2025-05-14,HM20,0.631,MECH
2025-05-14,HM25,1.721,MATERIAL
2025-05-14,HM30,0.855,MATERIAL
2025-05-14,HM36,0.823,MATERIAL
2025-05-14,HM43,0.453,OPERATOR
2025-05-14,HM47,5.281,ELEC
2025-05-14,HM50,1.147,OPERATOR
2025-05-14,HM56,1.255,PLANNED_PM
2025-05-15,HM01,0.36,MECH
2025-05-15,HM12,0.358,ELEC
2025-05-15,HM13,1.002,OPERATOR
2025-05-15,HM14,2.44,PLANNED_PM
2025-05-15,HM16,6.272,MECH
2025-05-15,HM20,0.627,ELEC
2025-05-15,HM25,0.568,OPERATOR
2025-05-15,HM30,0.901,MATERIAL
2025-05-15,HM36,2.241,MATERIAL
2025-05-15,HM43,0.566,ELEC
2025-05-15,HM47,4.272,OPERATOR
2025-05-15,HM50,0.614,ELEC
2025-05-15,HM56,0.807,PLANNED_PM
2025-05-16,HM01,0.493,OPERATOR
2025-05-16,HM12,1.107,MATERIAL
2025-05-16,HM13,1.315,MATERIAL
2025-05-16,HM14,3.76,PLANNED_PM
2025-05-16,HM16,0.294,PLANNED_PM
2025-05-16,HM20,1.348,PLANNED_PM
2025-05-16,HM25,0.49,ELEC
2025-05-16,HM30,0.719,PLANNED_PM
2025-05-16,HM36,1.29,MECH
2025-05-16,HM43,0.342,ELEC
2025-05-16,HM47,0.513,PLANNED_PM
2025-05-16,HM50,0.604,MATERIAL
2025-05-16,HM56,0.358,OPERATOR
2025-05-17,HM01,0.445,PLANNED_PM
2025-05-17,HM12,1.045,MECH
2025-05-17,HM13,0.825,MATERIAL
2025-05-17,HM14,1.823,MATERIAL
2025-05-17,HM16,0.961,MECH
2025-05-17,HM20,0.256,PLANNED_PM
2025-05-17,HM25,1.144,OPERATOR
2025-05-17,HM30,0.881,MATERIAL
2025-05-17,HM36,4.167,OPERATOR
2025-05-17,HM43,7.051,PLANNED_PM
2025-05-17,HM47,1.053,OPERATOR
2025-05-17,HM50,1.072,MECH
2025-05-17,HM56,0.979,OPERATOR
2025-05-18,HM01,0.775,ELEC
2025-05-18,HM12,0.835,PLANNED_PM
2025-05-18,HM13,0.822,OPERATOR
2025-05-18,HM14,0.969,MATERIAL
2025-05-18,HM16,1.26,OPERATOR
2025-05-18,HM20,0.388,PLANNED_PM
2025-05-18,HM25,0.333,MATERIAL
2025-05-18,HM30,0.483,OPERATOR
2025-05-18,HM36,0.707,ELEC
2025-05-18,HM43,1.191,MECH
2025-05-18,HM47,4.813,MATERIAL
2025-05-18,HM50,1.04,ELEC
2025-05-18,HM56,0.319,ELEC
2025-05-19,HM01,0.305,OPERATOR
2025-05-19,HM12,2.694,MECH
2025-05-19,HM13,1.568,ELEC
2025-05-19,HM14,5.761,MATERIAL
2025-05-19,HM16,0.487,PLANNED_PM
2025-05-19,HM20,1.502,OPERATOR
2025-05-19,HM25,0.531,MATERIAL
2025-05-19,HM30,0.552,OPERATOR
2025-05-19,HM36,0.605,OPERATOR
2025-05-19,HM43,1.436,MATERIAL
2025-05-19,HM47,1.265,OPERATOR
2025-05-19,HM50,1.913,MECH
2025-05-19,HM56,2.15,PLANNED_PM
2025-05-20,HM01,0.981,MATERIAL
2025-05-20,HM12,1.442,OPERATOR
2025-05-20,HM13,3.555,MECH
2025-05-20,HM14,6.554,MATERIAL
2025-05-20,HM16,0.706,MATERIAL
2025-05-20,HM20,0.844,OPERATOR
2025-05-20,HM25,0.578,ELEC
2025-05-20,HM30,0.351,OPERATOR
2025-05-20,HM36,1.311,OPERATOR
2025-05-20,HM43,0.639,MECH
2025-05-20,HM47,0.826,ELEC
2025-05-20,HM50,0.608,MECH
2025-05-20,HM56,0.711,MECH
2025-05-21,HM01,4.91,MATERIAL
2025-05-21,HM12,1.648,MECH
2025-05-21,HM13,0.8,ELEC
2025-05-21,HM14,0.46,PLANNED_PM
2025-05-21,HM16,0.848,OPERATOR
2025-05-21,HM20,2.051,ELEC
2025-05-21,HM25,0.613,OPERATOR
2025-05-21,HM30,1.419,ELEC
2025-05-21,HM36,0.941,MECH
2025-05-21,HM43,1.763,PLANNED_PM
2025-05-21,HM47,1.136,MATERIAL
2025-05-21,HM50,5.873,MECH
2025-05-21,HM56,0.458,PLANNED_PM
2025-05-22,HM01,1.185,PLANNED_PM
2025-05-22,HM12,0.951,ELEC
2025-05-22,HM13,0.781,PLANNED_PM
2025-05-22,HM14,1.228,MATERIAL
2025-05-22,HM16,0.437,OPERATOR
2025-05-22,HM20,2.066,MECH
2025-05-22,HM25,1.034,ELEC
2025-05-22,HM30,1.25,ELEC
2025-05-22,HM36,1.826,MECH
2025-05-22,HM43,0.504,ELEC
2025-05-22,HM47,1.134,MECH
2025-05-22,HM50,0.302,OPERATOR
2025-05-22,HM56,0.617,OPERATOR
2025-05-23,HM01,0.441,MATERIAL
2025-05-23,HM12,0.854,MECH
2025-05-23,HM13,1.253,ELEC
2025-05-23,HM14,1.031,ELEC
2025-05-23,HM16,0.626,MATERIAL
2025-05-23,HM20,2.892,MATERIAL
2025-05-23,HM25,0.713,PLANNED_PM
2025-05-23,HM30,0.661,MATERIAL
2025-05-23,HM36,2.848,MECH
2025-05-23,HM43,0.34,MATERIAL
2025-05-23,HM47,0.571,OPERATOR
2025-05-23,HM50,1.191,MECH
2025-05-23,HM56,1.054,PLANNED_PM
2025-05-24,HM01,0.808,PLANNED_PM
