date,line,hours_planned,hours_down,chg_hours,sanitation_hours,break_hours
2025-02-12,HM43,24.0,2.11,0.527,0.382,1.5
2025-02-12,HM47,24.0,3.192,1.515,0.699,1.5
2025-02-12,HM50,24.0,0.801,0.333,0.2,1.5
2025-02-12,HM56,24.0,0.774,0.323,0.433,1.5
2025-02-13,HM01,24.0,1.447,0.452,0.333,1.5
2025-02-13,HM12,24.0,0.251,3.174,0.554,1.5
2025-02-13,HM13,24.0,0.942,5.687,0.431,1.5
2025-02-13,HM14,24.0,0.938,5.818,1.055,1.5
2025-02-13,HM16,24.0,1.535,4.351,0.89,1.5
2025-02-13,HM20,24.0,1.318,0.297,0.309,1.5
2025-02-13,HM25,24.0,2.354,0.0,0.846,1.5
2025-02-13,HM30,24.0,0.936,4.422,0.344,1.5
2025-02-13,HM36,24.0,1.757,0.0,0.645,1.5
2025-02-13,HM43,24.0,0.604,1.377,0.447,1.5
2025-02-13,HM47,24.0,0.874,2.182,1.283,1.5
2025-02-13,HM50,24.0,0.751,1.525,0.53,1.5
2025-02-13,HM56,24.0,0.411,2.898,0.506,1.5
2025-02-14,HM01,24.0,0.612,3.396,0.463,1.5
2025-02-14,HM12,24.0,0.64,1.99,0.401,1.5
2025-02-14,HM13,24.0,0.367,1.436,0.566,1.5
2025-02-14,HM14,24.0,0.511,2.533,0.367,1.5
2025-02-14,HM16,24.0,1.475,1.541,0.609,1.5
2025-02-14,HM20,24.0,0.94,2.092,0.514,1.5
2025-02-14,HM25,24.0,3.036,0.965,0.548,1.5
2025-02-14,HM30,24.0,6.591,0.89,0.55,1.5
2025-02-14,HM36,24.0,1.986,2.086,0.675,1.5
2025-02-14,HM43,24.0,0.851,2.42,1.105,1.5
2025-02-14,HM47,24.0,0.492,2.069,0.552,1.5
2025-02-14,HM50,24.0,1.389,1.239,0.741,1.5
2025-02-14,HM56,24.0,0.637,2.22,0.9,1.5
2025-02-15,HM01,24.0,2.12,1.3,0.621,1.0
2025-02-15,HM12,24.0,0.918,2.785,0.302,1.0
2025-02-15,HM13,24.0,1.096,3.815,0.935,1.0
2025-02-15,HM14,24.0,1.344,1.93,0.988,1.0
2025-02-15,HM16,24.0,0.283,0.96,0.202,1.0
2025-02-15,HM20,24.0,1.398,0.0,0.595,1.0
2025-02-15,HM25,24.0,1.053,1.001,0.621,1.0
2025-02-15,HM30,24.0,2.182,1.094,0.93,1.0
2025-02-15,HM36,24.0,0.255,0.0,0.446,1.0
2025-02-15,HM43,24.0,1.802,2.103,0.485,1.0
2025-02-15,HM47,24.0,1.755,7.131,0.83,1.0
2025-02-15,HM50,24.0,0.821,1.122,0.76,1.0
2025-02-15,HM56,24.0,1.373,1.733,0.564,1.0
2025-02-16,HM01,24.0,0.479,0.0,0.611,1.0
2025-02-16,HM12,24.0,5.597,1.789,0.402,1.0
2025-02-16,HM13,24.0,1.149,4.186,1.053,1.0
2025-02-16,HM14,24.0,0.297,1.761,0.714,1.0
2025-02-16,HM16,24.0,0.866,2.223,0.367,1.0
2025-02-16,HM20,24.0,0.68,1.888,0.748,1.0
2025-02-16,HM25,24.0,0.692,1.46,1.133,1.0
2025-02-16,HM30,24.0,0.959,0.744,0.307,1.0
2025-02-16,HM36,24.0,0.68,0.266,0.381,1.0
2025-02-16,HM43,24.0,1.883,2.084,0.204,1.0
2025-02-16,HM47,24.0,0.387,1.398,0.406,1.0
2025-02-16,HM50,24.0,1.732,1.717,0.581,1.0
2025-02-16,HM56,24.0,0.756,2.811,0.375,1.0
2025-02-17,HM01,24.0,0.682,1.615,0.484,1.5
2025-02-17,HM12,24.0,2.187,0.335,0.188,1.5
2025-02-17,HM13,24.0,1.035,2.183,0.345,1.5
2025-02-17,HM14,24.0,6.953,1.252,1.127,1.5
2025-02-17,HM16,24.0,0.404,2.045,0.549,1.5
2025-02-17,HM20,24.0,0.54,2.487,0.424,1.5
2025-02-17,HM25,24.0,0.343,1.092,0.572,1.5
2025-02-17,HM30,24.0,0.271,2.07,0.393,1.5
2025-02-17,HM36,24.0,0.821,0.0,1.688,1.5
2025-02-17,HM43,24.0,0.799,1.311,0.38,1.5
2025-02-17,HM47,24.0,1.457,0.853,0.544,1.5
2025-02-17,HM50,24.0,0.889,0.919,0.371,1.5
2025-02-17,HM56,24.0,0.702,1.732,0.638,1.5
2025-02-18,HM01,24.0,0.828,5.591,0.693,1.5
2025-02-18,HM12,24.0,0.676,2.946,0.549,1.5
2025-02-18,HM13,24.0,0.354,0.643,0.607,1.5
2025-02-18,HM14,24.0,0.715,4.62,0.447,1.5
2025-02-18,HM16,24.0,1.716,2.367,0.67,1.5
2025-02-18,HM20,24.0,0.812,2.703,0.886,1.5
2025-02-18,HM25,24.0,0.575,1.48,0.755,1.5
2025-02-18,HM30,24.0,0.58,1.448,0.305,1.5
2025-02-18,HM36,24.0,0.9,2.92,0.421,1.5
2025-02-18,HM43,24.0,0.661,0.625,0.4,1.5
2025-02-18,HM47,24.0,1.147,0.929,0.631,1.5
2025-02-18,HM50,24.0,0.531,1.325,0.287,1.5
2025-02-18,HM56,24.0,0.926,3.662,0.267,1.5
2025-02-19,HM01,24.0,1.589,1.184,0.623,1.5
2025-02-19,HM12,24.0,1.072,1.936,0.477,1.5
2025-02-19,HM13,24.0,1.104,0.947,0.823,1.5
2025-02-19,HM14,24.0,1.117,6.159,0.417,1.5
2025-02-19,HM16,24.0,0.449,0.588,0.579,1.5
2025-02-19,HM20,24.0,2.499,0.345,0.485,1.5
2025-02-19,HM25,24.0,1.426,2.404,0.356,1.5
2025-02-19,HM30,24.0,0.365,1.778,0.353,1.5
2025-02-19,HM36,24.0,0.747,1.807,0.632,1.5
2025-02-19,HM43,24.0,0.674,0.736,0.383,1.5
2025-02-19,HM47,24.0,0.898,1.316,0.897,1.5
2025-02-19,HM50,24.0,0.639,0.461,0.257,1.5
2025-02-19,HM56,24.0,0.906,5.525,0.437,1.5
2025-02-20,HM01,24.0,0.241,1.449,0.674,1.5
2025-02-20,HM12,24.0,6.536,1.942,0.859,1.5
2025-02-20,HM13,24.0,0.513,0.512,0.472,1.5
2025-02-20,HM14,24.0,4.501,1.758,0.624,1.5
2025-02-20,HM16,24.0,0.495,0.521,0.462,1.5
2025-02-20,HM20,24.0,0.455,0.554,0.409,1.5
2025-02-20,HM25,24.0,0.744,1.468,0.512,1.5
2025-02-20,HM30,24.0,0.427,1.959,0.482,1.5
2025-02-20,HM36,24.0,0.563,1.868,0.419,1.5
2025-02-20,HM43,24.0,1.07,2.743,0.259,1.5
2025-02-20,HM47,24.0,0.75,0.451,0.638,1.5
2025-02-20,HM50,24.0,1.008,2.882,0.451,1.5
2025-02-20,HM56,24.0,1.01,0.377,0.456,1.5
2025-02-21,HM01,24.0,0.963,0.455,0.562,1.5
2025-02-21,HM12,24.0,0.771,0.47,0.632,1.5
2025-02-21,HM13,24.0,1.397,4.294,0.348,1.5
2025-02-21,HM14,24.0,1.046,0.0,0.459,1.5
2025-02-21,HM16,24.0,0.609,1.097,0.625,1.5
2025-02-21,HM20,24.0,0.6,1.705,0.615,1.5
2025-02-21,HM25,24.0,1.178,0.772,0.387,1.5
2025-02-21,HM30,24.0,0.541,0.378,0.446,1.5
2025-02-21,HM36,24.0,0.992,0.898,0.945,1.5
2025-02-21,HM43,24.0,0.643,3.769,0.302,1.5
2025-02-21,HM47,24.0,0.119,0.232,0.314,1.5
2025-02-21,HM50,24.0,1.362,0.68,0.781,1.5
2025-02-21,HM56,24.0,0.425,1.756,1.327,1.5
2025-02-22,HM01,24.0,1.656,1.062,0.285,1.0
2025-02-22,HM12,24.0,0.761,2.192,0.176,1.0
2025-02-22,HM13,24.0,1.114,0.47,0.368,1.0
2025-02-22,HM14,24.0,1.54,1.551,0.959,1.0
2025-02-22,HM16,24.0,0.999,1.904,0.268,1.0
2025-02-22,HM20,24.0,1.278,0.0,0.313,1.0
2025-02-22,HM25,24.0,1.615,1.078,0.803,1.0
2025-02-22,HM30,24.0,0.675,1.044,0.261,1.0
2025-02-22,HM36,24.0,1.8,3.194,0.393,1.0
2025-02-22,HM43,24.0,0.732,2.319,0.563,1.0
2025-02-22,HM47,24.0,9.1,4.147,0.479,1.0
2025-02-22,HM50,24.0,0.811,1.103,0.662,1.0
2025-02-22,HM56,24.0,2.961,4.672,1.267,1.0
2025-02-23,HM01,24.0,0.252,1.215,0.355,1.0
2025-02-23,HM12,24.0,3.802,6.601,0.23,1.0
2025-02-23,HM13,24.0,0.375,1.9,0.596,1.0
2025-02-23,HM14,24.0,4.626,1.214,0.468,1.0
2025-02-23,HM16,24.0,1.525,4.615,0.311,1.0
2025-02-23,HM20,24.0,0.76,1.067,0.532,1.0
2025-02-23,HM25,24.0,1.343,0.683,0.491,1.0
2025-02-23,HM30,24.0,2.955,0.0,0.485,1.0
2025-02-23,HM36,24.0,0.456,0.0,0.262,1.0
2025-02-23,HM43,24.0,0.869,6.69,0.303,1.0
2025-02-23,HM47,24.0,0.678,0.667,0.409,1.0
2025-02-23,HM50,24.0,1.041,1.395,0.243,1.0
2025-02-23,HM56,24.0,1.346,1.738,0.323,1.0
2025-02-24,HM01,24.0,1.44,0.725,0.457,1.5
2025-02-24,HM12,24.0,2.447,2.536,0.487,1.5
2025-02-24,HM13,24.0,0.41,3.123,0.352,1.5
2025-02-24,HM14,24.0,1.023,1.703,0.704,1.5
2025-02-24,HM16,24.0,0.671,1.141,0.45,1.5
2025-02-24,HM20,24.0,0.306,1.868,0.37,1.5
2025-02-24,HM25,24.0,0.721,1.083,0.353,1.5
2025-02-24,HM30,24.0,2.167,1.292,0.778,1.5
2025-02-24,HM36,24.0,1.114,3.36,0.708,1.5
2025-02-24,HM43,24.0,1.033,1.131,1.578,1.5
2025-02-24,HM47,24.0,0.846,0.0,0.474,1.5
2025-02-24,HM50,24.0,0.578,1.452,0.527,1.5
2025-02-24,HM56,24.0,1.02,1.418,0.892,1.5
2025-02-25,HM01,24.0,0.946,1.964,0.293,1.5
2025-02-25,HM12,24.0,0.46,2.479,0.45,1.5
2025-02-25,HM13,24.0,0.654,1.209,0.921,1.5
2025-02-25,HM14,24.0,1.133,6.87,0.959,1.5
2025-02-25,HM16,24.0,0.738,6.83,0.483,1.5
2025-02-25,HM20,24.0,1.175,1.084,0.29,1.5
2025-02-25,HM25,24.0,0.737,1.375,0.329,1.5
2025-02-25,HM30,24.0,0.453,0.996,0.469,1.5
2025-02-25,HM36,24.0,5.2,0.275,0.567,1.5
2025-02-25,HM43,24.0,1.561,0.991,0.438,1.5
2025-02-25,HM47,24.0,1.244,0.885,0.948,1.5
2025-02-25,HM50,24.0,0.555,2.281,0.277,1.5
2025-02-25,HM56,24.0,0.585,4.939,0.642,1.5
2025-02-26,HM01,24.0,0.94,1.168,0.388,1.5
2025-02-26,HM12,24.0,1.59,1.576,0.343,1.5
2025-02-26,HM13,24.0,0.471,2.317,0.986,1.5
2025-02-26,HM14,24.0,5.534,2.336,0.653,1.5
2025-02-26,HM16,24.0,1.386,3.958,0.452,1.5
2025-02-26,HM20,24.0,1.418,0.455,0.545,1.5
2025-02-26,HM25,24.0,0.687,7.2,0.308,1.5
2025-02-26,HM30,24.0,0.62,1.754,0.241,1.5
2025-02-26,HM36,24.0,0.441,0.747,0.356,1.5
2025-02-26,HM43,24.0,0.756,1.483,0.488,1.5
2025-02-26,HM47,24.0,1.512,0.533,0.462,1.5
2025-02-26,HM50,24.0,0.643,0.707,0.426,1.5
2025-02-26,HM56,24.0,1.897,1.657,0.345,1.5
2025-02-27,HM01,24.0,0.575,1.113,0.412,1.5
2025-02-27,HM12,24.0,0.495,0.358,0.556,1.5
2025-02-27,HM13,24.0,0.609,0.853,0.332,1.5
2025-02-27,HM14,24.0,1.192,0.708,0.579,1.5
2025-02-27,HM16,24.0,1.047,1.409,0.286,1.5
2025-02-27,HM20,24.0,0.527,3.581,0.627,1.5
2025-02-27,HM25,24.0,0.968,0.544,0.729,1.5
2025-02-27,HM30,24.0,2.35,4.113,0.426,1.5
2025-02-27,HM36,24.0,0.892,2.776,0.251,1.5
2025-02-27,HM43,24.0,0.619,3.206,0.514,1.5
2025-02-27,HM47,24.0,0.597,0.511,0.561,1.5
2025-02-27,HM50,24.0,0.744,0.427,0.764,1.5
2025-02-27,HM56,24.0,0.208,0.691,0.886,1.5
2025-02-28,HM01,24.0,5.037,4.159,0.271,1.5
2025-02-28,HM12,24.0,0.682,2.015,0.245,1.5
2025-02-28,HM13,24.0,0.561,5.565,0.21,1.5
2025-02-28,HM14,24.0,1.015,2.686,0.835,1.5
2025-02-28,HM16,24.0,0.702,1.379,0.736,1.5
2025-02-28,HM20,24.0,1.447,1.035,0.549,1.5
2025-02-28,HM25,24.0,0.566,4.831,0.519,1.5
2025-02-28,HM30,24.0,0.443,1.441,1.534,1.5
2025-02-28,HM36,24.0,0.729,3.527,0.431,1.5
2025-02-28,HM43,24.0,0.855,2.304,0.453,1.5
2025-02-28,HM47,24.0,0.55,2.416,0.47,1.5
2025-02-28,HM50,24.0,1.022,0.0,0.274,1.5
2025-02-28,HM56,24.0,0.33,0.401,0.866,1.5
2025-03-01,HM01,24.0,0.45,0.627,0.246,1.0
2025-03-01,HM12,24.0,1.151,3.743,0.335,1.0
2025-03-01,HM13,24.0,1.476,0.982,0.331,1.0
2025-03-01,HM14,24.0,1.177,2.902,0.528,1.0
2025-03-01,HM16,24.0,0.522,6.71,0.928,1.0
2025-03-01,HM20,24.0,0.729,2.59,0.448,1.0
2025-03-01,HM25,24.0,1.328,0.682,0.787,1.0
2025-03-01,HM30,24.0,6.041,0.682,0.575,1.0
2025-03-01,HM36,24.0,1.589,0.709,0.345,1.0
2025-03-01,HM43,24.0,5.937,2.761,0.856,1.0
2025-03-01,HM47,24.0,0.458,0.367,0.606,1.0
2025-03-01,HM50,24.0,0.788,0.0,0.291,1.0
2025-03-01,HM56,24.0,0.966,1.038,0.341,1.0
2025-03-02,HM01,24.0,1.552,3.235,0.494,1.0
2025-03-02,HM12,24.0,0.869,0.945,0.505,1.0
2025-03-02,HM13,24.0,2.605,1.407,1.427,1.0
2025-03-02,HM14,24.0,1.031,0.373,0.353,1.0
2025-03-02,HM16,24.0,0.312,2.513,0.362,1.0
2025-03-02,HM20,24.0,1.065,0.875,0.3,1.0
2025-03-02,HM25,24.0,1.169,0.728,0.542,1.0
2025-03-02,HM30,24.0,1.392,1.896,0.681,1.0
2025-03-02,HM36,24.0,5.314,2.455,0.553,1.0
2025-03-02,HM43,24.0,1.062,3.727,0.358,1.0
2025-03-02,HM47,24.0,0.636,2.43,0.615,1.0
2025-03-02,HM50,24.0,0.573,1.318,0.47,1.0
2025-03-02,HM56,24.0,0.972,0.551,0.485,1.0
2025-03-03,HM01,24.0,1.241,6.018,0.488,1.5
2025-03-03,HM12,24.0,0.908,1.678,0.655,1.5
2025-03-03,HM13,24.0,1.618,0.864,0.585,1.5
2025-03-03,HM14,24.0,1.501,0.352,0.534,1.5
2025-03-03,HM16,24.0,2.997,1.002,0.323,1.5
2025-03-03,HM20,24.0,0.795,1.529,0.488,1.5
2025-03-03,HM25,24.0,0.519,0.327,0.278,1.5
2025-03-03,HM30,24.0,0.56,1.975,0.499,1.5
2025-03-03,HM36,24.0,1.053,4.275,0.971,1.5
2025-03-03,HM43,24.0,0.627,0.695,0.252,1.5
2025-03-03,HM47,24.0,1.377,1.839,0.736,1.5
2025-03-03,HM50,24.0,6.038,2.586,0.39,1.5
2025-03-03,HM56,24.0,0.661,3.23,0.246,1.5
2025-03-04,HM01,24.0,1.018,0.492,0.234,1.5
2025-03-04,HM12,24.0,0.994,1.363,0.406,1.5
2025-03-04,HM13,24.0,0.645,1.137,0.618,1.5
2025-03-04,HM14,24.0,2.175,1.247,0.31,1.5
2025-03-04,HM16,24.0,0.349,1.672,0.514,1.5
2025-03-04,HM20,24.0,3.254,1.465,0.396,1.5
2025-03-04,HM25,24.0,0.901,1.819,0.469,1.5
2025-03-04,HM30,24.0,0.95,2.389,0.685,1.5
2025-03-04,HM36,24.0,0.557,0.617,0.571,1.5
2025-03-04,HM43,24.0,0.41,1.717,0.618,1.5
2025-03-04,HM47,24.0,0.661,1.106,0.524,1.5
2025-03-04,HM50,24.0,1.004,1.073,0.301,1.5
2025-03-04,HM56,24.0,0.749,7.2,0.676,1.5
2025-03-05,HM01,24.0,0.328,4.187,0.413,1.5
2025-03-05,HM12,24.0,1.23,3.222,0.372,1.5
2025-03-05,HM13,24.0,1.501,2.52,0.731,1.5
2025-03-05,HM14,24.0,0.567,2.27,0.487,1.5
2025-03-05,HM16,24.0,0.887,3.791,0.524,1.5
2025-03-05,HM20,24.0,1.923,2.482,0.334,1.5
2025-03-05,HM25,24.0,1.265,4.064,0.262,1.5
2025-03-05,HM30,24.0,0.801,0.0,0.602,1.5
2025-03-05,HM36,24.0,0.737,1.063,0.28,1.5
2025-03-05,HM43,24.0,1.854,1.053,0.474,1.5
2025-03-05,HM47,24.0,0.78,2.945,0.462,1.5
2025-03-05,HM50,24.0,0.624,0.0,0.612,1.5
2025-03-05,HM56,24.0,2.13,0.536,0.402,1.5
2025-03-06,HM01,24.0,0.444,2.263,0.398,1.5
2025-03-06,HM12,24.0,1.089,1.609,0.35,1.5
2025-03-06,HM13,24.0,0.772,1.707,0.328,1.5
2025-03-06,HM14,24.0,1.27,2.574,0.376,1.5
2025-03-06,HM16,24.0,0.823,7.2,0.862,1.5
2025-03-06,HM20,24.0,0.376,0.0,0.769,1.5
2025-03-06,HM25,24.0,0.412,0.586,0.39,1.5
2025-03-06,HM30,24.0,0.75,2.761,0.425,1.5
2025-03-06,HM36,24.0,4.571,0.635,0.461,1.5
2025-03-06,HM43,24.0,2.605,1.085,0.442,1.5
2025-03-06,HM47,24.0,1.057,3.556,0.606,1.5
2025-03-06,HM50,24.0,0.705,1.029,0.366,1.5
2025-03-06,HM56,24.0,0.748,5.103,0.364,1.5
2025-03-07,HM01,24.0,0.513,1.123,0.579,1.5
2025-03-07,HM12,24.0,1.019,0.797,0.564,1.5
2025-03-07,HM13,24.0,0.861,1.019,0.325,1.5
2025-03-07,HM14,24.0,0.85,3.838,0.373,1.5
2025-03-07,HM16,24.0,6.327,1.106,0.807,1.5
2025-03-07,HM20,24.0,1.213,0.609,0.406,1.5
2025-03-07,HM25,24.0,1.676,0.377,0.747,1.5
2025-03-07,HM30,24.0,0.574,1.911,0.427,1.5
2025-03-07,HM36,24.0,1.207,0.374,0.543,1.5
2025-03-07,HM43,24.0,1.039,1.752,0.955,1.5
2025-03-07,HM47,24.0,1.764,2.588,0.544,1.5
2025-03-07,HM50,24.0,1.62,0.0,0.947,1.5
2025-03-07,HM56,24.0,0.713,0.915,1.063,1.5
2025-03-08,HM01,24.0,0.777,7.2,0.685,1.0
2025-03-08,HM12,24.0,1.07,1.645,0.598,1.0
2025-03-08,HM13,24.0,1.179,0.374,0.393,1.0
2025-03-08,HM14,24.0,0.695,0.0,0.311,1.0
2025-03-08,HM16,24.0,1.642,2.003,0.443,1.0
2025-03-08,HM20,24.0,0.811,1.797,0.392,1.0
2025-03-08,HM25,24.0,2.387,0.625,0.643,1.0
2025-03-08,HM30,24.0,0.714,3.475,0.352,1.0
2025-03-08,HM36,24.0,0.635,4.688,0.531,1.0
2025-03-08,HM43,24.0,0.303,1.067,0.356,1.0
2025-03-08,HM47,24.0,0.952,0.529,0.233,1.0
2025-03-08,HM50,24.0,0.607,0.536,0.261,1.0
2025-03-08,HM56,24.0,1.481,0.576,0.434,1.0
2025-03-09,HM01,24.0,0.662,4.148,0.49,1.0
2025-03-09,HM12,24.0,0.606,3.839,0.557,1.0
2025-03-09,HM13,24.0,1.244,4.56,0.584,1.0
2025-03-09,HM14,24.0,2.316,3.958,0.516,1.0
2025-03-09,HM16,24.0,1.117,1.587,0.576,1.0
2025-03-09,HM20,24.0,2.119,1.179,0.669,1.0
2025-03-09,HM25,24.0,0.582,0.823,0.759,1.0
2025-03-09,HM30,24.0,1.049,0.0,0.418,1.0
2025-03-09,HM36,24.0,0.224,0.896,0.291,1.0
2025-03-09,HM43,24.0,0.856,1.014,0.477,1.0
2025-03-09,HM47,24.0,0.386,7.137,0.26,1.0
2025-03-09,HM50,24.0,1.124,0.0,1.583,1.0
2025-03-09,HM56,24.0,1.216,0.672,0.41,1.0
2025-03-10,HM01,24.0,0.529,0.795,0.326,1.5
2025-03-10,HM12,24.0,0.435,7.2,0.386,1.5
2025-03-10,HM13,24.0,1.287,4.896,0.476,1.5
2025-03-10,HM14,24.0,0.53,1.532,0.508,1.5
2025-03-10,HM16,24.0,0.77,2.914,0.53,1.5
2025-03-10,HM20,24.0,1.866,1.555,0.355,1.5
2025-03-10,HM25,24.0,0.861,1.003,0.567,1.5
2025-03-10,HM30,24.0,0.464,0.322,0.494,1.5
2025-03-10,HM36,24.0,0.935,3.144,0.832,1.5
2025-03-10,HM43,24.0,0.719,7.2,0.218,1.5
2025-03-10,HM47,24.0,0.385,0.794,0.301,1.5
2025-03-10,HM50,24.0,1.573,0.631,0.728,1.5
2025-03-10,HM56,24.0,0.951,2.139,0.308,1.5
2025-03-11,HM01,24.0,0.876,2.528,0.39,1.5
2025-03-11,HM12,24.0,1.229,0.937,0.212,1.5
2025-03-11,HM13,24.0,0.662,1.568,0.235,1.5
2025-03-11,HM14,24.0,0.965,2.657,0.534,1.5
2025-03-11,HM16,24.0,0.612,2.776,0.495,1.5
2025-03-11,HM20,24.0,0.553,1.036,0.392,1.5
2025-03-11,HM25,24.0,1.046,0.416,0.359,1.5
2025-03-11,HM30,24.0,1.049,2.469,0.528,1.5
2025-03-11,HM36,24.0,0.83,1.86,0.928,1.5
2025-03-11,HM43,24.0,0.702,0.904,0.496,1.5
2025-03-11,HM47,24.0,1.155,0.951,0.249,1.5
2025-03-11,HM50,24.0,0.206,1.928,0.459,1.5
2025-03-11,HM56,24.0,2.102,0.0,1.015,1.5
2025-03-12,HM01,24.0,1.773,0.619,0.333,1.5
2025-03-12,HM12,24.0,1.276,1.492,0.327,1.5
2025-03-12,HM13,24.0,0.527,0.775,0.726,1.5
2025-03-12,HM14,24.0,2.514,3.338,0.618,1.5
2025-03-12,HM16,24.0,0.978,0.412,0.321,1.5
2025-03-12,HM20,24.0,0.94,1.863,0.895,1.5
2025-03-12,HM25,24.0,0.516,0.474,0.226,1.5
2025-03-12,HM30,24.0,0.559,1.349,0.357,1.5
2025-03-12,HM36,24.0,1.09,6.274,0.279,1.5
2025-03-12,HM43,24.0,0.474,2.77,0.231,1.5
2025-03-12,HM47,24.0,1.241,1.761,0.516,1.5
2025-03-12,HM50,24.0,0.504,0.0,0.471,1.5
2025-03-12,HM56,24.0,0.697,0.368,0.285,1.5
2025-03-13,HM01,24.0,1.074,0.712,0.619,1.5
2025-03-13,HM12,24.0,0.681,1.147,0.369,1.5
2025-03-13,HM13,24.0,1.254,1.574,0.326,1.5
2025-03-13,HM14,24.0,3.615,2.772,0.73,1.5
2025-03-13,HM16,24.0,0.772,1.235,0.596,1.5
2025-03-13,HM20,24.0,0.633,5.357,0.562,1.5
2025-03-13,HM25,24.0,0.381,0.0,0.543,1.5
2025-03-13,HM30,24.0,1.002,1.528,0.569,1.5
2025-03-13,HM36,24.0,1.413,4.466,0.413,1.5
2025-03-13,HM43,24.0,0.421,1.146,0.789,1.5
2025-03-13,HM47,24.0,0.799,4.102,0.735,1.5
2025-03-13,HM50,24.0,0.343,0.0,0.446,1.5
2025-03-13,HM56,24.0,0.714,0.405,0.645,1.5
2025-03-14,HM01,24.0,1.308,1.979,0.399,1.5
2025-03-14,HM12,24.0,0.895,0.689,0.339,1.5
2025-03-14,HM13,24.0,0.884,7.2,0.454,1.5
2025-03-14,HM14,24.0,0.998,2.056,0.374,1.5
2025-03-14,HM16,24.0,0.246,0.979,0.267,1.5
2025-03-14,HM20,24.0,1.336,1.271,0.145,1.5
2025-03-14,HM25,24.0,1.732,2.334,0.676,1.5
2025-03-14,HM30,24.0,0.724,0.812,0.9,1.5
2025-03-14,HM36,24.0,2.742,1.371,0.399,1.5
2025-03-14,HM43,24.0,1.311,1.357,0.317,1.5
2025-03-14,HM47,24.0,1.402,0.555,0.252,1.5
2025-03-14,HM50,24.0,5.729,1.576,0.589,1.5
2025-03-14,HM56,24.0,0.807,1.082,0.705,1.5
2025-03-15,HM01,24.0,0.653,1.136,0.341,1.0
2025-03-15,HM12,24.0,1.204,3.13,0.55,1.0
2025-03-15,HM13,24.0,0.992,1.156,0.899,1.0
2025-03-15,HM14,24.0,1.211,3.258,0.307,1.0
2025-03-15,HM16,24.0,1.803,1.323,0.923,1.0
2025-03-15,HM20,24.0,0.476,1.169,0.78,1.0
2025-03-15,HM25,24.0,2.056,3.215,0.519,1.0
2025-03-15,HM30,24.0,2.03,3.598,0.283,1.0
2025-03-15,HM36,24.0,4.635,2.826,0.61,1.0
2025-03-15,HM43,24.0,0.608,1.561,0.845,1.0
2025-03-15,HM47,24.0,0.533,5.23,0.375,1.0
2025-03-15,HM50,24.0,1.764,1.175,1.219,1.0
2025-03-15,HM56,24.0,0.665,1.335,0.231,1.0
2025-03-16,HM01,24.0,0.505,0.558,0.539,1.0
2025-03-16,HM12,24.0,1.071,6.771,0.383,1.0
2025-03-16,HM13,24.0,0.685,0.292,0.352,1.0
2025-03-16,HM14,24.0,0.571,3.238,0.352,1.0
2025-03-16,HM16,24.0,0.992,0.499,0.213,1.0
2025-03-16,HM20,24.0,0.895,1.826,0.511,1.0
2025-03-16,HM25,24.0,0.496,0.618,0.627,1.0
2025-03-16,HM30,24.0,0.56,0.318,0.597,1.0
2025-03-16,HM36,24.0,1.41,1.535,0.391,1.0
2025-03-16,HM43,24.0,0.696,1.736,0.482,1.0
2025-03-16,HM47,24.0,0.698,0.89,0.772,1.0
2025-03-16,HM50,24.0,2.048,0.0,0.498,1.0
2025-03-16,HM56,24.0,0.625,2.751,0.213,1.0
2025-03-17,HM01,24.0,0.465,6.319,0.984,1.5
2025-03-17,HM12,24.0,1.12,0.888,0.617,1.5
2025-03-17,HM13,24.0,0.887,1.391,0.573,1.5
2025-03-17,HM14,24.0,1.0,0.992,0.394,1.5
2025-03-17,HM16,24.0,1.595,0.636,0.434,1.5
2025-03-17,HM20,24.0,0.522,3.178,0.487,1.5
2025-03-17,HM25,24.0,1.039,0.67,0.453,1.5
2025-03-17,HM30,24.0,0.6,0.0,0.523,1.5
2025-03-17,HM36,24.0,0.421,0.951,0.905,1.5
2025-03-17,HM43,24.0,0.538,1.856,0.439,1.5
2025-03-17,HM47,24.0,1.463,0.0,0.448,1.5
2025-03-17,HM50,24.0,0.897,0.99,0.949,1.5
2025-03-17,HM56,24.0,2.002,0.987,0.605,1.5
2025-03-18,HM01,24.0,0.639,1.52,0.593,1.5
2025-03-18,HM12,24.0,0.654,2.106,0.467,1.5
2025-03-18,HM13,24.0,0.709,7.2,0.396,1.5
2025-03-18,HM14,24.0,0.702,0.0,0.351,1.5
2025-03-18,HM16,24.0,0.336,2.372,0.654,1.5
2025-03-18,HM20,24.0,1.901,1.449,0.278,1.5
2025-03-18,HM25,24.0,0.478,1.772,0.37,1.5
2025-03-18,HM30,24.0,0.918,0.0,0.599,1.5
2025-03-18,HM36,24.0,1.625,0.722,0.263,1.5
2025-03-18,HM43,24.0,0.967,1.337,0.525,1.5
2025-03-18,HM47,24.0,0.435,6.119,0.404,1.5
2025-03-18,HM50,24.0,0.855,1.57,0.593,1.5
2025-03-18,HM56,24.0,4.91,1.979,0.833,1.5
2025-03-19,HM01,24.0,0.653,1.071,0.774,1.5
2025-03-19,HM12,24.0,0.605,2.247,0.416,1.5
2025-03-19,HM13,24.0,0.978,2.538,0.313,1.5
2025-03-19,HM14,24.0,1.087,1.741,0.313,1.5
