date,line,gal_ord,gal_ship,gal_prod,gal_avail,inv_gal_start,backlog_gal_start,fill_rate,weekday,month,gal_ord_1d_lag,gal_prod_1d_lag,gal_avail_1d_lag,gal_ship_1d_lag,inv_gal_start_1d_lag,backlog_gal_start_1d_lag
2025-03-18,P3,65.0,0.0,506956.82441454,464974.5746254039,21684177.278364815,10455.0,0.0,1,3,80.0,121521.80622627142,109278.10634763338,0.0,21574899.172017183,10375.0
2025-03-19,P3,75.0,0.0,146776.28943870103,133715.88518251153,22149151.852990218,10520.0,0.0,2,3,65.0,506956.82441454,464974.5746254039,0.0,21684177.278364815,10455.0
2025-03-20,P3,160.0,0.0,285423.3104815003,255428.5616728872,22282867.73817273,10595.0,0.0,3,3,75.0,146776.28943870103,133715.88518251153,0.0,22149151.852990218,10520.0
2025-03-21,P3,120.0,0.0,163572.29943316843,148186.3797638897,22538296.299845617,10755.0,0.0,4,3,160.0,285423.3104815003,255428.5616728872,0.0,22282867.73817273,10595.0
2025-03-22,P3,200.0,0.0,177310.27017374773,160442.42837263524,22686482.679609507,10875.0,0.0,5,3,120.0,163572.29943316843,148186.3797638897,0.0,22538296.299845617,10755.0
2025-03-23,P3,55.0,0.0,306206.2356420573,269184.3435764313,22846925.107982144,11075.0,0.0,6,3,200.0,177310.27017374773,160442.42837263524,0.0,22686482.679609507,10875.0
2025-03-24,P3,55.0,0.0,105623.63364787759,97814.29660979926,23116109.451558575,11130.0,0.0,0,3,55.0,306206.2356420573,269184.3435764313,0.0,22846925.107982144,11075.0
2025-03-25,P3,80.0,0.0,351423.55909967347,321006.58747208305,23213923.748168375,11185.0,0.0,1,3,55.0,105623.63364787759,97814.29660979926,0.0,23116109.451558575,11130.0
2025-03-26,P3,570.0,0.0,374979.2756086295,340258.46596498066,23534930.33564046,11265.0,0.0,2,3,80.0,351423.55909967347,321006.58747208305,0.0,23213923.748168375,11185.0
2025-03-27,P3,325.0,0.0,242333.39503218324,218314.200306073,23875188.80160544,11835.0,0.0,3,3,570.0,374979.2756086295,340258.46596498066,0.0,23534930.33564046,11265.0
2025-03-28,P3,130.0,0.0,460982.1488853655,420432.5175292739,24093503.001911514,12160.0,0.0,4,3,325.0,242333.39503218324,218314.200306073,0.0,23875188.80160544,11835.0
2025-03-29,P3,150.0,0.0,359739.82172059297,325851.1547008119,24513935.51944079,12290.0,0.0,5,3,130.0,460982.1488853655,420432.5175292739,0.0,24093503.001911514,12160.0
2025-03-30,P3,85.0,0.0,322024.9709722962,298677.9614507165,24839786.6741416,12440.0,0.0,6,3,150.0,359739.82172059297,325851.1547008119,0.0,24513935.51944079,12290.0
2025-03-31,P3,95.0,0.0,319175.55455665314,286379.1007399623,25138464.63559232,12525.0,0.0,0,3,85.0,322024.9709722962,298677.9614507165,0.0,24839786.6741416,12440.0
2025-04-01,P3,260.0,0.0,149318.22436120154,134022.0703768421,25424843.736332282,12620.0,0.0,1,4,95.0,319175.55455665314,286379.1007399623,0.0,25138464.63559232,12525.0
2025-01-02,Q1,118.25,6669.0,49612.26189066681,45449.68994477139,22789.859134203303,214.25,56.397463002114165,3,1,214.25,24999.0344523013,22789.859134203303,0.0,0.0,0.0
2025-01-03,Q1,59.25,4799.75,56512.30304428223,51800.01889480545,61570.5490789747,0.0,81.0084388185654,4,1,118.25,49612.26189066681,45449.68994477139,6669.0,22789.859134203303,214.25
2025-01-04,Q1,262.0,1475.0,58107.37049012453,52879.16628467851,108570.81797378015,0.0,5.629770992366412,5,1,59.25,56512.30304428223,51800.01889480545,4799.75,61570.5490789747,0.0
2025-01-05,Q1,274.0,145.5,52147.66799641056,47761.34229348609,159974.98425845866,0.0,0.531021897810219,6,1,262.0,58107.37049012453,52879.16628467851,1475.0,108570.81797378015,0.0
2025-01-06,Q1,402.25,0.0,19536.74692212719,18367.139122794848,207590.82655194475,128.5,0.0,0,1,274.0,52147.66799641056,47761.34229348609,145.5,159974.98425845866,0.0
2025-01-08,Q1,58.5,0.0,63638.03027371699,58715.68108187403,273606.72974000813,530.75,0.0,2,1,0.0,52130.296161137485,47648.764065268566,0.0,225957.9656747396,530.75
2025-01-09,Q1,414.75,0.0,17563.309821731706,16238.535247945554,332322.41082188213,589.25,0.0,3,1,58.5,63638.03027371699,58715.68108187403,0.0,273606.72974000813,530.75
2025-01-10,Q1,145.5,0.0,42422.79578279706,39537.12526900034,348560.9460698277,1004.0,0.0,4,1,414.75,17563.309821731706,16238.535247945554,0.0,332322.41082188213,589.25
2025-01-11,Q1,63.0,0.0,17946.248970658995,15775.390000749016,388098.0713388281,1149.5,0.0,5,1,145.5,42422.79578279706,39537.12526900034,0.0,348560.9460698277,1004.0
2025-01-12,Q1,119.75,0.0,19920.599869069873,18289.604735754394,403873.4613395771,1212.5,0.0,6,1,63.0,17946.248970658995,15775.390000749016,0.0,388098.0713388281,1149.5
2025-01-13,Q1,66.5,0.0,58542.60332230861,54135.13091305994,422163.0660753315,1332.25,0.0,0,1,119.75,19920.599869069873,18289.604735754394,0.0,403873.4613395771,1212.5
2025-01-14,Q1,54.5,0.0,42588.874684960305,39031.041972198465,476298.1969883914,1398.75,0.0,1,1,66.5,58542.60332230861,54135.13091305994,0.0,422163.0660753315,1332.25
2025-01-15,Q1,141.25,0.0,46866.91307081722,43325.296840819465,515329.23896058986,1453.25,0.0,2,1,54.5,42588.874684960305,39031.041972198465,0.0,476298.1969883914,1398.75
2025-01-16,Q1,256.0,0.0,23539.772204534223,21539.55114920213,558654.5358014093,1594.5,0.0,3,1,141.25,46866.91307081722,43325.296840819465,0.0,515329.23896058986,1453.25
2025-01-17,Q1,80.75,0.0,56887.66145206913,53022.263002081956,580194.0869506114,1850.5,0.0,4,1,256.0,23539.772204534223,21539.55114920213,0.0,558654.5358014093,1594.5
2025-01-18,Q1,89.0,0.0,61564.10743938769,56930.48108293906,633216.3499526934,1931.25,0.0,5,1,80.75,56887.66145206913,53022.263002081956,0.0,580194.0869506114,1850.5
2025-01-19,Q1,54.5,0.0,53111.13533350811,48325.867389020474,690146.8310356325,2020.25,0.0,6,1,89.0,61564.10743938769,56930.48108293906,0.0,633216.3499526934,1931.25
2025-01-20,Q1,114.25,0.0,23063.002110875976,21673.508173504957,738472.698424653,2074.75,0.0,0,1,54.5,53111.13533350811,48325.867389020474,0.0,690146.8310356325,2020.25
2025-01-22,Q1,115.0,0.0,59874.81534441048,54440.46510434726,808008.8946643807,2189.0,0.0,2,1,0.0,52503.534086651314,47862.68806622267,0.0,760146.206598158,2189.0
2025-01-23,Q1,444.5,0.0,49562.47266406575,45125.704138972804,862449.3597687279,2304.0,0.0,3,1,115.0,59874.81534441048,54440.46510434726,0.0,808008.8946643807,2189.0
2025-01-24,Q1,109.0,0.0,68775.04302228657,62851.18473728613,907575.0639077007,2748.5,0.0,4,1,444.5,49562.47266406575,45125.704138972804,0.0,862449.3597687279,2304.0
2025-01-25,Q1,72.5,0.0,65320.518736586266,61151.9964776273,970426.2486449869,2857.5,0.0,5,1,109.0,68775.04302228657,62851.18473728613,0.0,907575.0639077007,2748.5
2025-01-26,Q1,84.75,0.0,29387.15191835143,27227.7499346385,1031578.2451226142,2930.0,0.0,6,1,72.5,65320.518736586266,61151.9964776273,0.0,970426.2486449869,2857.5
2025-01-27,Q1,708.0,0.0,42961.86114855778,38755.03238964697,1058805.9950572527,3014.75,0.0,0,1,84.75,29387.15191835143,27227.7499346385,0.0,1031578.2451226142,2930.0
2025-01-28,Q1,273.5,0.0,48206.804175211924,44684.15512081688,1097561.0274468996,3722.75,0.0,1,1,708.0,42961.86114855778,38755.03238964697,0.0,1058805.9950572527,3014.75
2025-01-29,Q1,170.5,0.0,44202.33833213904,40105.812270031325,1142245.1825677163,3996.25,0.0,2,1,273.5,48206.804175211924,44684.15512081688,0.0,1097561.0274468996,3722.75
2025-01-30,Q1,45.25,0.0,32868.162780490486,30898.037805634493,1182350.9948377477,4166.75,0.0,3,1,170.5,44202.33833213904,40105.812270031325,0.0,1142245.1825677163,3996.25
2025-02-01,Q1,127.25,0.0,46197.92023319761,42403.495001150884,1255787.6406583765,4212.0,0.0,5,2,0.0,45464.27378905482,42538.608014994206,0.0,1213249.0326433822,4212.0
2025-02-02,Q1,66.5,0.0,52664.066415079986,48560.09392204997,1298191.1356595275,4339.25,0.0,6,2,127.25,46197.92023319761,42403.495001150884,0.0,1255787.6406583765,4212.0
2025-02-03,Q1,31.25,0.0,41996.24880116758,39193.984274853414,1346751.2295815775,4405.75,0.0,0,2,66.5,52664.066415079986,48560.09392204997,0.0,1298191.1356595275,4339.25
2025-02-04,Q1,478.0,0.0,25236.37005483542,23200.101162139566,1385945.213856431,4437.0,0.0,1,2,31.25,41996.24880116758,39193.984274853414,0.0,1346751.2295815775,4405.75
2025-02-05,Q1,330.25,0.0,42140.0465737826,38420.1283099877,1409145.3150185705,4915.0,0.0,2,2,478.0,25236.37005483542,23200.101162139566,0.0,1385945.213856431,4437.0
2025-02-06,Q1,52.75,0.0,50880.179519391444,45961.2350172288,1447565.4433285582,5245.25,0.0,3,2,330.25,42140.0465737826,38420.1283099877,0.0,1409145.3150185705,4915.0
2025-02-07,Q1,195.5,0.0,50448.790373891505,46091.65807788467,1493526.678345787,5298.0,0.0,4,2,52.75,50880.179519391444,45961.2350172288,0.0,1447565.4433285582,5245.25
2025-02-08,Q1,85.75,0.0,41609.51854263927,36959.563297939996,1539618.3364236718,5493.5,0.0,5,2,195.5,50448.790373891505,46091.65807788467,0.0,1493526.678345787,5298.0
2025-02-09,Q1,51.5,0.0,18682.690822328605,16902.380497050246,1576577.8997216118,5579.25,0.0,6,2,85.75,41609.51854263927,36959.563297939996,0.0,1539618.3364236718,5493.5
2025-02-10,Q1,78.25,0.0,51726.44111886359,47542.19818530716,1593480.280218662,5630.75,0.0,0,2,51.5,18682.690822328605,16902.380497050246,0.0,1576577.8997216118,5579.25
2025-02-11,Q1,429.75,0.0,57758.25414867608,53523.96685943766,1641022.4784039692,5709.0,0.0,1,2,78.25,51726.44111886359,47542.19818530716,0.0,1593480.280218662,5630.75
2025-02-12,Q1,59.25,0.0,47170.2010637167,42909.27155887745,1694546.445263407,6138.75,0.0,2,2,429.75,57758.25414867608,53523.96685943766,0.0,1641022.4784039692,5709.0
2025-02-13,Q1,127.25,0.0,63112.660756641504,59133.96273416313,1737455.7168222845,6198.0,0.0,3,2,59.25,47170.2010637167,42909.27155887745,0.0,1694546.445263407,6138.75
2025-02-14,Q1,39.0,0.0,51500.36591835765,47287.58200274299,1796589.6795564475,6325.25,0.0,4,2,127.25,63112.660756641504,59133.96273416313,0.0,1737455.7168222845,6198.0
2025-02-16,Q1,176.0,0.0,25452.648066594506,23750.77168926051,1876479.3594032365,6364.25,0.0,6,2,0.0,36740.24456651596,32602.09784404608,0.0,1843877.2615591905,6364.25
2025-02-17,Q1,430.25,0.0,44096.42636545398,40232.60181656413,1900230.1310924971,6540.25,0.0,0,2,176.0,25452.648066594506,23750.77168926051,0.0,1876479.3594032365,6364.25
2025-02-18,Q1,250.5,0.0,20890.8759170699,19372.29782382182,1940462.7329090612,6970.5,0.0,1,2,430.25,44096.42636545398,40232.60181656413,0.0,1900230.1310924971,6540.25
2025-02-19,Q1,47.0,0.0,51450.51068390392,47191.53460825675,1959835.0307328831,7221.0,0.0,2,2,250.5,20890.8759170699,19372.29782382182,0.0,1940462.7329090612,6970.5
2025-02-20,Q1,49.0,0.0,58403.52367900167,54284.50369832743,2007026.56534114,7268.0,0.0,3,2,47.0,51450.51068390392,47191.53460825675,0.0,1959835.0307328831,7221.0
2025-02-21,Q1,54.0,0.0,62218.125435342066,55897.28161137851,2061311.0690394673,7317.0,0.0,4,2,49.0,58403.52367900167,54284.50369832743,0.0,2007026.56534114,7268.0
2025-02-22,Q1,366.25,0.0,57103.10960842812,52251.7223485394,2117208.3506508456,7371.0,0.0,5,2,54.0,62218.125435342066,55897.28161137851,0.0,2061311.0690394673,7317.0
2025-02-23,Q1,67.5,0.0,48576.64970650794,44553.91686385997,2169460.072999385,7737.25,0.0,6,2,366.25,57103.10960842812,52251.7223485394,0.0,2117208.3506508456,7371.0
2025-02-24,Q1,89.5,0.0,37061.98918372806,33612.445544571165,2214013.9898632453,7804.75,0.0,0,2,67.5,48576.64970650794,44553.91686385997,0.0,2169460.072999385,7737.25
2025-02-26,Q1,37.5,0.0,18862.743001731913,17511.06125713305,2286470.5797347724,7894.25,0.0,2,2,0.0,42714.286096036725,38844.14432695584,0.0,2247626.4354078164,7894.25
2025-02-27,Q1,108.75,0.0,43784.83555745351,39317.92901460682,2303981.6409919057,7931.75,0.0,3,2,37.5,18862.743001731913,17511.06125713305,0.0,2286470.5797347724,7894.25
2025-02-28,Q1,104.25,0.0,67366.338952717,61819.15777639685,2343299.5700065126,8040.5,0.0,4,2,108.75,43784.83555745351,39317.92901460682,0.0,2303981.6409919057,7931.75
2025-03-01,Q1,241.25,0.0,50348.645060892755,46700.73904854114,2405118.7277829093,8144.75,0.0,5,3,104.25,67366.338952717,61819.15777639685,0.0,2343299.5700065126,8040.5
2025-03-02,Q1,141.5,0.0,22701.159451101346,20958.976601578095,2451819.4668314504,8386.0,0.0,6,3,241.25,50348.645060892755,46700.73904854114,0.0,2405118.7277829093,8144.75
2025-03-03,Q1,71.75,0.0,62112.46197938808,57436.03543127861,2472778.4434330286,8527.5,0.0,0,3,141.5,22701.159451101346,20958.976601578095,0.0,2451819.4668314504,8386.0
2025-03-04,Q1,128.75,0.0,48071.334821143915,43386.27031511745,2530214.478864307,8599.25,0.0,1,3,71.75,62112.46197938808,57436.03543127861,0.0,2472778.4434330286,8527.5
2025-03-05,Q1,110.5,0.0,19510.528236028826,17955.173326747656,2573600.7491794247,8728.0,0.0,2,3,128.75,48071.334821143915,43386.27031511745,0.0,2530214.478864307,8599.25
2025-03-06,Q1,291.0,0.0,20619.39770715028,19119.01839931462,2591555.922506172,8838.5,0.0,3,3,110.5,19510.528236028826,17955.173326747656,0.0,2573600.7491794247,8728.0
2025-03-07,Q1,79.0,0.0,46551.01909011365,42897.522248009,2610674.9409054867,9129.5,0.0,4,3,291.0,20619.39770715028,19119.01839931462,0.0,2591555.922506172,8838.5
2025-03-08,Q1,46.0,0.0,65242.07694189668,59352.78494761933,2653572.463153496,9208.5,0.0,5,3,79.0,46551.01909011365,42897.522248009,0.0,2610674.9409054867,9129.5
2025-03-09,Q1,115.75,0.0,47502.33416977411,43327.771574824874,2712925.248101115,9254.5,0.0,6,3,46.0,65242.07694189668,59352.78494761933,0.0,2653572.463153496,9208.5
2025-03-10,Q1,201.75,0.0,65020.20059372926,59897.391438837265,2756253.0196759403,9370.25,0.0,0,3,115.75,47502.33416977411,43327.771574824874,0.0,2712925.248101115,9254.5
2025-03-11,Q1,148.0,0.0,44820.26655188015,41182.356925501765,2816150.4111147774,9572.0,0.0,1,3,201.75,65020.20059372926,59897.391438837265,0.0,2756253.0196759403,9370.25
2025-03-12,Q1,82.75,0.0,19462.571186014153,17857.874641946455,2857332.7680402794,9720.0,0.0,2,3,148.0,44820.26655188015,41182.356925501765,0.0,2816150.4111147774,9572.0
2025-03-13,Q1,216.0,0.0,62043.18056254516,57713.37321807308,2875190.642682226,9802.75,0.0,3,3,82.75,19462.571186014153,17857.874641946455,0.0,2857332.7680402794,9720.0
2025-03-14,Q1,116.75,0.0,57419.26187860965,52561.94860642689,2932904.015900299,10018.75,0.0,4,3,216.0,62043.18056254516,57713.37321807308,0.0,2875190.642682226,9802.75
2025-03-15,Q1,132.25,0.0,66690.086418005,61191.439131272244,2985465.964506726,10135.5,0.0,5,3,116.75,57419.26187860965,52561.94860642689,0.0,2932904.015900299,10018.75
2025-03-16,Q1,177.25,0.0,54302.688168197485,50540.83772731068,3046657.403637998,10267.75,0.0,6,3,132.25,66690.086418005,61191.439131272244,0.0,2985465.964506726,10135.5
2025-03-17,Q1,127.0,0.0,48241.95295475221,44289.52295608299,3097198.2413653084,10445.0,0.0,0,3,177.25,54302.688168197485,50540.83772731068,0.0,3046657.403637998,10267.75
2025-03-18,Q1,185.0,0.0,56568.87154963216,51489.46616436984,3141487.7643213915,10572.0,0.0,1,3,127.0,48241.95295475221,44289.52295608299,0.0,3097198.2413653084,10445.0
2025-03-19,Q1,52.0,0.0,55009.53906113703,49860.578204508434,3192977.2304857615,10757.0,0.0,2,3,185.0,56568.87154963216,51489.46616436984,0.0,3141487.7643213915,10572.0
2025-03-20,Q1,203.25,0.0,66509.19517636271,60658.94713860603,3242837.80869027,10809.0,0.0,3,3,52.0,55009.53906113703,49860.578204508434,0.0,3192977.2304857615,10757.0
2025-03-21,Q1,16.25,0.0,52541.70821410726,48306.296732538416,3303496.755828876,11012.25,0.0,4,3,203.25,66509.19517636271,60658.94713860603,0.0,3242837.80869027,10809.0
2025-03-22,Q1,210.75,0.0,21501.628314044454,19504.406388398857,3351803.0525614144,11028.5,0.0,5,3,16.25,52541.70821410726,48306.296732538416,0.0,3303496.755828876,11012.25
2025-03-23,Q1,44.25,0.0,24725.48811898695,22747.13255744401,3371307.458949813,11239.25,0.0,6,3,210.75,21501.628314044454,19504.406388398857,0.0,3351803.0525614144,11028.5
2025-03-24,Q1,262.5,0.0,35171.16128326058,31918.95954029259,3394054.591507257,11283.5,0.0,0,3,44.25,24725.48811898695,22747.13255744401,0.0,3371307.458949813,11239.25
2025-03-25,Q1,48.75,0.0,17324.23675529681,15996.860008463409,3425973.5510475496,11546.0,0.0,1,3,262.5,35171.16128326058,31918.95954029259,0.0,3394054.591507257,11283.5
2025-03-26,Q1,177.0,0.0,52122.531577851616,48852.94953398523,3441970.411056013,11594.75,0.0,2,3,48.75,17324.23675529681,15996.860008463409,0.0,3425973.5510475496,11546.0
2025-03-27,Q1,35.25,0.0,47308.61103300893,43361.93922532151,3490823.360589998,11771.75,0.0,3,3,177.0,52122.531577851616,48852.94953398523,0.0,3441970.411056013,11594.75
2025-03-28,Q1,24.5,0.0,20718.030029121783,19108.74777575959,3534185.2998153195,11807.0,0.0,4,3,35.25,47308.61103300893,43361.93922532151,0.0,3490823.360589998,11771.75
2025-03-29,Q1,100.0,0.0,16038.713541135294,14784.765444043882,3553294.047591079,11831.5,0.0,5,3,24.5,20718.030029121783,19108.74777575959,0.0,3534185.2998153195,11807.0
2025-03-30,Q1,53.0,0.0,42293.84821304752,37660.79866885117,3568078.813035123,11931.5,0.0,6,3,100.0,16038.713541135294,14784.765444043882,0.0,3553294.047591079,11831.5
2025-03-31,Q1,202.5,0.0,41148.53662462057,36792.07995411536,3605739.611703974,11984.5,0.0,0,3,53.0,42293.84821304752,37660.79866885117,0.0,3568078.813035123,11931.5
2025-04-01,Q1,103.0,0.0,45073.273617109495,41522.41886804509,3642531.6916580894,12187.0,0.0,1,4,202.5,41148.53662462057,36792.07995411536,0.0,3605739.611703974,11984.5
